name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category
CAPITALIZED,37624923,APEX,0.83319896,apex,0.83319896,,0.83319896,1,https://archaea.i2bc.paris-saclay.fr/vapex/,200,,,,2023-08-01,"Institute for Integrative Biology of the Cell (I2BC), CEA, CNRS, Université Paris-Saclay, 91198 Gif-sur-Yvette cedex, France.","Degaugue A, Hepp B, Lorieux F, Oberto J",,"Agence Nationale de la Recherche, Centre National de la Recherche Scientifique",,"France, Suriname",APEX,ok,VAPEX: an interactive web server for the deep exploration of natural virus and phage genomes.,2022-2025,,,,
CAPITALIZED,36864613,UTR,0.8324485,utr,0.8324485,,0.8324485,1,https://pypi.org/project/peaks2utr,200,,,,2023-03-01,"School of Infection & Immunity, MVLS, University of Glasgow, Glasgow G12 8TA, United Kingdom.","Crouch K, Haese-Hill W, Otto TD","104111/Z/14/Z, 218288/Z/19/Z",Wellcome Trust,9.0,United Kingdom,UTR,ok,peaks2utr: a robust Python tool for the annotation of 3' UTRs.,2022-2025,,,,
TITLE_CAPITALIZED,39253058,cPEPmatch Webserver,0.8323073,,0.8323073,cpepmatch webserver,0.8323073,1,https://t38webservices.nat.tum.de/cpepmatch/,200,,,,2024-08-12,"Center for Functional Protein Assemblies, Technical University of Munich, Ernst-Otto-Fischer-Straße 8, Garching, Germany.","Halbwedl N, Knipp A, Santini BL, Wendel S, Zacharias M",,"Bundesministerium für Bildung und Forschung, German Research Foundation, Max Planck Society",2.0,Germany,cPEPmatch Webserver,ok,cPEPmatch Webserver: A comprehensive tool and database to aid rational design of cyclic peptides for drug discovery.,2022-2025,,,,
CAPITALIZED,37246642,CAID,0.8321458,caid,0.8321458,,0.8321458,1,https://caid.idpcentral.org,200,,,,2023-07-01,"Department of Biomedical Sciences, University of Padova, via Ugo Bassi 58b, 35121Padova, Italy.","Bouhraoua A, Clementel D, Del Conte A, Mehdiabadi M, Monzon AM, Piovesan D, Tosatto SCE","2017483NH8, 778 247, 823 886, 952 334, CA21160, R01 GM089753, R01 GM093123","ELIXIR, European Cooperation in Science and Technology, MIUR, MSCA-RISE, NIGMS NIH HHS, University of Padova, the research infrastructure for life-science data; COST Action ML4NGP",34.0,Italy,CAID,ok,CAID prediction portal: a comprehensive service for predicting intrinsic disorder and binding regions in proteins.,2022-2025,,,,
TITLE_CAPITALIZED,36441743,Shimming toolbox,0.8311398,,0.8311398,shimming toolbox,0.8311398,1,https://shimming-toolbox.org,200,,,,2022-11-28,"NeuroPoly Lab, Institute of Biomedical Engineering, Polytechnique Montréal, Montréal, Quebec, Canada.","Alonso-Ortiz E, Cereza G, Cohen-Adad J, D'Astous A, Gilbert KM, Papp D, Stockmann JP","32454, 34824, 35450, 5886, 950‐230815, CIHR FDN-143263, CIHR FDN‐143263, R00EB021349, R01EB028797, RGPIN‐2019‐07244, U24 EB028984","CIHR, Canada First Research Excellence Fund, Canada Foundation for Innovation, Canada Research Chairs, Canadian Institutes of Health Research, Mila-Tech Transfer Funding Program, NIBIB NIH HHS, National Institute of Biomedical Imaging and Bioengineering, Natural Sciences and Engineering Research Council of Canada",20.0,Canada,Shimming toolbox,ok,Shimming toolbox: An open-source software toolbox for B0 and B1 shimming in MRI.,2022-2025,,,,
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",38914571,Project2-dngisws9d7xkygjcvnue8u,0.8305048,a,0.8305048,,0.8305048,1,https://project2-dngisws9d7xkygjcvnue8u.streamlit.app/,200,,,,2024-06-24,"Department of Emergency surgery, Yangtze University Jingzhou Hospital, jingzhou, China.","Wan J, Zeng Y",,,1.0,China,Project2-dngisws9d7xkygjcvnue8u,ok,Prediction of hepatic metastasis in esophageal cancer based on machine learning.,2022-2025,,,,
CAPITALIZED,39470715,PANEL,0.8297691,panel,0.8297691,,0.8297691,1,https://www.evomicslab.org/db/ScRAPdb/,200,,,,2025-01-01,"State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangdong Provincial Clinical Research Center for Cancer, Sun Yat-sen University Cancer Center, 651 Dongfeng East Road, Guangzhou 510060, China.","Fischer G, Li H, Li J, Liti G, Miao Z, Ren Y, Tarabini A, Yang L, Ye C, Yue JX","2019QN01Y183, 2021QN02Y168, 2022A1515010717, 2022A1515011873, 24qnpy293, 32000395, 32070592, YTP-SYSUCC-0040, YTP-SYSUCC-0042","Fundamental Research Funds for the Central Universities, Guangdong Basic and Applied Basic Research Foundation, Guangdong Pearl River Talents Program, National Natural Science Foundation of China, Sun Yat-sen University Cancer Center",3.0,"Andorra, China, Senegal",PANEL,ok,ScRAPdb: an integrated pan-omics database for the Saccharomyces cerevisiae reference assembly panel.,2022-2025,,,,
TITLE_CAPITALIZED,34999748,IMOSA2,0.8285729,imosa2,0.8285729,,0.8285729,1,http://elbo-spice.cs.tau.ac.il/shiny/MIMOSA2shiny/,200,,,,2022-03-01,"Department of Genome Sciences, University of Washington, Seattle, WA 98195, USA.","Borenstein E, Eng A, Muller E, Noecker C","1R01GM124312, 2435/19, R01 DK095869, R01 GM124312, R01DK095869, U19 AG057377, U19AG057377","Edmond J. Safra Center for Bioinformatics at Tel-Aviv University, Faculty Fellow of the Edmond J. Safra Center for Bioinformatics at Tel Aviv University, Israel Science Foundation, NIA NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, NIH HHS, National Institutes of Health",43.0,United States,IMOSA2,ok,MIMOSA2: a metabolic network-based tool for inferring mechanism-supported relationships in microbiome-metabolome data.,2022-2025,,,,
,37870448,ASD2023,0.8248588,023,0.8248588,,0.8248588,1,http://mdl.shsmu.edu.cn/ASD,200,,,,2024-01-01,"State Key Laboratory of Medical Genomics, National Research Center for Translational Medicine at Shanghai, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.","Chen F, He H, He J, He X, Hong Y, Jiao Y, Li M, Li Q, Li Y, Liu X, Liu Y, Lu S, Lu X, Ning S, Song K, Wang J, Wei J, Wu C, Wu J, Zha J, Zhang J, Zhang M, Zhao M, Zhou J, Zhu C","2019-01-07-00-01-E00036, 2021AAC03139, 2022AAC02029, 2022CMG01002, 2022YFF1203005, 21YF1422500, 22237005, 32300531, 81925034, KF-202204, SHSMU-ZDCX20212700, SN-ZJU-SIAS-007","China, Innovation Program of Shanghai Municipal Education Commission, Key Research and Development Program of Ningxia Hui Autonomous Region, Nanjing University, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Natural Science Foundation of Ningxia, Pharmaceutical Biotechnology, Shanghai Sailing Program, Starry Night Science Fund of Zhejiang University Shanghai Institute for Advanced Study, innovative research team of high-level local universities in Shanghai",30.0,China,023,ok,ASD2023: towards the integrating landscapes of allosteric knowledgebase.,2022-2025,NO,YES,HIGH,NUMERIC_ONLY
TITLE_CAPITALIZED,36688700,Cistrome Explorer,0.8229243,,0.8229243,cistrome explorer,0.8229243,1,http://cisvis.gehlenborglab.org/,200,,,,2023-02-01,"Department of Biomedical Informatics, Harvard Medical School.","Brown M, Chen CH, Dandawate A, Gehlenborg N, Keller MS, L'Yi S, Meyer CA, Taing L","T32 HG002295, U24 CA237617, U24CA237617","NCI NIH HHS, NHGRI NIH HHS, National Institutes of Health",4.0,,Cistrome Explorer,ok,Cistrome Explorer: an interactive visual analysis tool for large-scale epigenomic data.,2022-2025,,,,
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",38109500,Desiccation,0.8223852,d,0.8223852,,0.8223852,1,http://desiccation.novogene.com,200,,,,2024-03-01,"State Key Laboratory of Desert and Oasis Ecology, Key Laboratory of Ecological Safety and Sustainable Development in Arid Lands, Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences, Urumqi 830011, China.","Chen M, Gao B, Li X, Liang Y, Liu H, Liu Y, Oliver MJ, Wang J, Zhang D, Zhang J, Zhang Y","1638972, 2021xjkk0500, 2022000005, 2022000243, 2022xjkk1500, 32100256, KFJ-BRP-017-72","National High-Level Young Talent Programs, National Natural Science Foundation of China, Strategic Biological Resources Capacity Building Project, Third Xinjiang Scientific Expedition Program, U.S. National Science Foundation Dimensions of Biodiversity Program Award",8.0,"Andorra, China",Desiccation,ok,Drying without dying: A genome database for desiccation-tolerant plants and evolution of desiccation tolerance.,2022-2025,,,,
TITLE_CAPITALIZED,37510385,anchSATdb,0.82213485,,0.82213485,anchsatdb,0.82213485,1,https://bioinfo.usu.edu/ranchSATdb/,200,,,,2023-07-20,"Department of Plants, Soils, and Climate/Center for Integrated BioSystems, College of Agriculture and Applied Sciences, Utah State University, Logan, UT 84322, USA.","Duhan N, Kaundal R, Kaur S",,"Center for Integrated BioSystems/Department of Plants, Soils, USU, and Climate",2.0,"Andorra, United States",anchSATdb,ok,<i>ranchSATdb</i>: A Genome-Wide Simple Sequence Repeat (SSR) Markers Database of Livestock Species for Mutant Germplasm Characterization and Improving Farm Animal Health.,2022-2025,,,,
TITLE_CAPITALIZED,35238331,ultiBaC,0.82195556,,0.82195556,ultibac,0.82195556,1,https://www.bioconductor.org/packages/release/bioc/html/MultiBaC.html,200,,,,2022-04-01,"Gene Expression and RNA Metabolism Laboratory, Instituto de Biomedicina de Valencia, Consejo Superior de Investigaciones Científicas, Valencia 46010, Spain.","Conesa A, Ferrer A, Nueda MJ, Prats-Montalbán JM, Tarazona S, Ugidos M","2016/093, PID2020-119537RB-I00","Generalitat Valenciana through PROMETEO grants program for excellence research groups [PROMETEO, Spanish MICINN",10.0,"Andorra, Spain",ultiBaC,ok,MultiBaC: an R package to remove batch effects in multi-omic experiments.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",35762265,metaPR,0.8203146,metapr,0.8203146,,0.8203146,1,https://shiny.metapr2.org,200,,,,2022-07-13,"UMR 7144, ECOMAP, CNRS, Sorbonne Université, Station Biologique de Roscoff, Roscoff, France.","Biwer C, Jamy M, Lopes Dos Santos A, Ong D, Sim CWH, Teo B, Vaulot D","ANR-20-CE02-0025, ANR‐20‐CE02‐0025, RG26/19, RG91/21","Academic Research Fund Tier 1, Agence Nationale de la Recherche, Singapore Ministry of Education",42.0,France,metaPR,ok,metaPR<sup>2</sup> : A database of eukaryotic 18S rRNA metabarcodes with an emphasis on protists.,2022-2025,,,,
TITLE_CAPITALIZED,34591960,Regeneration Roadmap,0.81821424,,0.81821424,regeneration roadmap,0.81821424,1,https://ngdc.cncb.ac.cn/regeneration/index,200,,,,2022-01-01,"State Key Laboratory of Membrane Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.","Bao Y, Cai Y, Hu B, Ji Z, Jin T, Kang W, Liu GH, Liu Z, Ma S, Qu J, Ren J, Song M, Wang S, Yan H, Zhang T, Zhang W, Zhou Q",,,20.0,China,Regeneration Roadmap,ok,Regeneration Roadmap: database resources for regenerative biology.,2022-2025,,,,
"CAPITALIZED,DISAMBIGUATED",37889037,SLKB,0.81574017,base,0.81574017,,0.81574017,1,https://slkb.osubmi.org,200,,,,2024-01-01,"Department of Biomedical Informatics, College of Medicine, The Ohio State University, Columbus, OH 43210, USA.","Cheng L, Fan K, Gökbağ B, Li L, Tang S, Yu L, Zhao Y",P30 CA016058,"NCI NIH HHS, Ohio State University",7.0,United States,BASE (slkb),ok,SLKB: synthetic lethality knowledge base.,2022-2025,NO,YES,HIGH,HAS_BRACKETS
TITLE_CAPITALIZED,39101783,enomeSpy,0.81547374,,0.81547374,enomespy,0.81547374,1,https://genomespy.app/,200,,,,2024-01-01,"Research Program in Systems Oncology, Research Programs Unit, Faculty of Medicine, University of Helsinki, 00014 Helsinki, Finland.","Hautaniemi S, Hietanen S, Huhtinen K, Hynninen J, Lahtinen A, Lavikka K, Lehtonen R, Li Y, Marchi G, Micoli G, Muranen T, Oikkonen J, Virtanen A",965193,Horizon 2020 Framework Programme,3.0,Finland,enomeSpy,ok,Deciphering cancer genomes with GenomeSpy: a grammar-based visualization toolkit.,2022-2025,,,,
TITLE_CAPITALIZED,39827990,xerGeneDB,0.81484467,,0.81484467,xergenedb,0.81484467,1,https://exergenedb.com,200,,,,2025-01-17,"Institute of Cardiovascular Sciences, Shanghai Engineering Research Center of Organ Repair, Joint International Research Laboratory of Biomaterials and Biotechnology in Organ Repair (Ministry of Education), School of Life Science, Shanghai University, Shanghai 200444, China; Cardiac Regeneration and Ageing Lab, Institute of Geriatrics (Shanghai University), Affiliated Nantong Hospital of Shanghai University (The Sixth People's Hospital of Nantong), School of Medicine, Shanghai University, Nantong 226011, China.","Ai S, Cretoiu D, Gao J, Li G, Pan L, Shi X, Spanos M, Tong X, Xiao J, Zhou Q","19SG34, 20DZ2255400, 21XD1421300, 23410750100, 81970335, 82020108002, 82200321, 82225005","National Natural Science Foundation of China, Science and Technology Commission of Shanghai Municipality, Shanghai Municipal Education Commission",4.0,"Andorra, China",xerGeneDB,ok,ExerGeneDB: A physical exercise-regulated differential gene expression database.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",38725076,RGNet,0.8126918,rgnet,0.8126918,,0.8126918,1,https://ARGNet.hku.hk,200,,,,2024-05-09,"State Key Laboratory of Emerging Infectious Diseases, School of Public Health, The University of Hong Kong, Pokfulam, Hong Kong SAR, China.","Gong YN, Guan Y, Lam TT, Leung VW, Liao Y, Luo R, Pei Y, Shum MH, Smith DK, Yin X, Zhang T","190830095586328 and 190824215544727, 200109155890863, 2019B121205009, 31922087, HZQB-KCZYZ-2021014, T21-705/20-N","Hong Kong Research Grants Council's Theme-based Research Scheme, Hong Kong Research Grants Council’s Theme-based Research Scheme, Innovation and Technology Commission's InnoHK funding (D24H), Innovation and Technology Commission’s InnoHK funding (D24H), National Natural Science Foundation of China's Excellent Young Scientists Fund (Hong Kong and Macau), National Natural Science Foundation of China’s Excellent Young Scientists Fund, and the Government of Guangdong Province",10.0,"China, Hong Kong",RGNet,ok,ARGNet: using deep neural networks for robust identification and classification of antibiotic resistance genes from sequences.,2022-2025,,,,
TITLE_CAPITALIZED,39395186,atlas of E3,0.8077688,,0.8077688,atlas of e3,0.8077688,1,https://eliahdb.org,200,,,,2024-10-01,"Center for Supercomputing Application, Korea Institute of Science and Technology Information (KISTI), 245 Daehak-ro, Daejeon 34141, South Korea.","Hussain S, Ko TL, Lee A, Oh C, Paik H, Park SW, Seo S","HI22C1318 N-23-NM-CA01-S01 N-23-NT-CA01-S01, K-23-L02-C04-S01, KHIDI HI22C1318, KSC-2023-CRE-0526, N-23-NM-CA01-S01, N-23-NT-CA01-S01, NRF-2021M3H9A2030520","Health Industry Development Institute, KHIDI, Korea Institute of Science and Technology Information, Korea Institute of Science and Technology Information (KISTI), Korea-Bio Data Station, National Supercomputing Center",2.0,Andorra,atlas of E3,ok,ELiAH: the atlas of E3 ligases in human tissues for targeted protein degradation with reduced off-target effect.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",40494643,TraDIS,0.8071871,tradis,0.8071871,,0.8071871,1,https://diana.cpg.org.au/,200,,,,2025-06-10,"Department of Microbiology and Immunology, The University of Melbourne at The Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia.","Buultjens AH, Carter GP, Howden BP, Judd L, Krause AL, Li L, Monk IR, Seemann T, Stinear TP, Turner AM, Wick R, Wirth W, van Schaik W","APP21400, GNT1185213, GNT1194325","Biotechnology and Biological Sciences Research Council, National Health and Medical Research Council",,"Andorra, Australia",TraDIS,ok,Transposon-directed insertion-site sequencing (TraDIS) analysis of &lt;i&gt;Enterococcus faecium&lt;/i&gt; using nanopore sequencing and a WebAssembly analysis platform.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",39198917,IPdb,0.80551934,ipdb,0.80551934,,0.80551934,1,https://genomeinterpretation.org/vipdb,200,,,,2024-08-28,"Department of Molecular and Cell Biology, University of California, Berkeley, CA, 94720, USA.","Brenner SE, Hu Z, Lin YJ, Menon AS",U24 HG007346,"NHGRI NIH HHS, NIH HHS",9.0,"Andorra, United States",IPdb,ok,"Variant Impact Predictor database (VIPdb), version 2: trends from three decades of genetic variant impact predictors.",2022-2025,,,,
TITLE_CAPITALIZED,39073878,tidyCoverage,0.8010018,,0.8010018,tidycoverage,0.8010018,1,https://www.bioconductor.org/packages/tidyCoverage,200,,,,2024-08-01,"Institut Pasteur, CNRS UMR 3525, Université Paris Cité, Unité Régulation Spatiale des Génomes, Paris 75015, France.","Koszul R, Serizay J",771813,"European Research Council, European Research Council under the Horizon 2020 Program grant agreement",3.0,France,tidyCoverage,ok,Epigenomics coverage data extraction and aggregation in R with tidyCoverage.,2022-2025,,,,
TITLE_CAPITALIZED,39963994,Deconer,0.8004432,,0.8004432,deconer,0.8004432,1,https://ngdc.cncb.ac.cn/biocode/tool/7577,200,,,,2025-05-01,"Center of Intelligent Medicine, School of Control Science and Engineering, Shandong University, Jinan 250061, China.","Gao R, Liu Q, Liu Z, Qiao X, Wang X, Wei L, Zhang W, Zhang X",K99 HG013661,NHGRI NIH HHS,3.0,"Andorra, China",Deconer,ok,Deconer: An Evaluation Toolkit for Reference-based Deconvolution Methods Using Gene Expression Data.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",36882183,haGAA,0.79944056,hagaa,0.79944056,,0.79944056,1,http://phage.xialab.info/,200,,,,2023-03-01,"Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education and Information Materials and Intelligent Sensing Laboratory of Anhui Province, and Institutes of Physical Science and Information Technology, Anhui University, Hefei, Anhui 230601, China.","Bin Y, Li M, Liu Q, Wang C, Wu J, Xia J, Xiao M, Xu J, Zhang J","11835014, 2020YFA0908700, 62072003, 62272004, KJ2020A0047, U19A2064","Education Department of Anhui Province, National Key Research and Development Program of China, National Natural Science Foundation of China",14.0,"Andorra, China",haGAA,ok,PhaGAA: an integrated web server platform for phage genome annotation and analysis.,2022-2025,,,,
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",38738618,A4d,0.7982256,d,0.7982256,,0.7982256,1,https://biocomp.chem.uw.edu.pl/a4d/,200,,,,2024-07-01,"Institut de Biotecnologia i de Biomedicina and Departament de Bioquímica i Biologia Molecular, Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain.","Burdukiewicz M, Bárcenas O, Firlik G, Iglesias V, Kmiecik S, Kuriata A, Pintado-Grima C, Ventura S, Zalewski M","02/07/2021, 2023 FI_3 00018, FPU22/03656, PID2022-137963OB-I00, Sheng 2021/40/Q/NZ2/00078","European Social Fund, European Union-Next Generation EU, European Union-NextGenerationEU, ICREA, Secretariat of Universities and Research of the Catalan Government, Spanish Ministry of Science and Innovation, Spanish Ministry of Universities",16.0,"Andorra, Spain",A4d,ok,Aggrescan4D: structure-informed analysis of pH-dependent protein aggregation.,2022-2025,,,,
