name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch
TITLE_CAPITALIZED,29746660,INTERSPIA,0.99907684,interspia,0.99907684,,0.99907684,1,http://bioinfo.konkuk.ac.kr/INTERSPIA/,200,"Korea, Republic of","(37.5660,126.9784)",,2018-07-01,"Department of Biomedical Science and Engineering, Konkuk University, Seoul 05029, Korea.","Kim J, Kwon D, Lee D, Lee J, Sim M","2014M3C9A3063544, 2016R1D1A1B03930209, PJ01040605","Ministry of Education of Korea, Ministry of Science and ICT of Korea, Rural Development Administration",6.0,Andorra,interspia,ok,INTERSPIA: a web application for exploring the dynamics of protein-protein interactions among multiple species.,2010-2022
TITLE_CAPITALIZED,31032841,YeasTSS,0.9990468,,0.9990468,yeastss,0.9990468,1,http://www.yeastss.org,200,United States,"(39.9612,-82.9988)",,2019-01-01,"Department of Biology, Saint Louis University, St. Louis, MO, USA.","Ahn TH, Lin Z, Lu Z, McMillan J, Rodriguez JS","CRII-156629, NSF-1564894","National Science Foundation, Saint Louis University",32.0,United States,yeastss,ok,YeasTSS: an integrative web database of yeast transcription start sites.,2010-2022
TITLE_CAPITALIZED,33540828,T1K,0.99902105,t1k,0.99902105,,0.99902105,1,http://www.ivl.disco.unimib.it/activities/t1k/,200,Italy,"(45.5800,9.2725)",,2021-02-02,"Department of Electrical, Computer and Biomedical Engineering, University of Pavia, Via Ferrata 1, 27100 Pavia, Italy.","Cusano C, Napoletano P, Schettini R",,,3.0,"Andorra, Italy",t1k,ok,T1K+: A Database for Benchmarking Color Texture Classification and Retrieval Methods.,2010-2022
TITLE_CAPITALIZED,30305799,OpenNahele,0.99901175,,0.99901175,opennahele,0.99901175,1,http://botany.si.edu/pacificislandbiodiversity/hawaiianflora,200,United States,"(38.8951,-77.0364)",,2018-09-27,"Department of Community Ecology, Helmholtz Centre for Environmental Research - UFZ, Halle (Saale), Germany Department of Community Ecology, Helmholtz Centre for Environmental Research - UFZ Halle (Saale) Germany.","Barton KE, Bialic-Murphy L, Chase JM, Cordell S, Craven D, Giardina CP, Gillespie TW, Knight TM, Ostertag R, Sack L",,"Deutsche Forschungsgemeinschaft, National Geographic Society",5.0,Germany,opennahele,ok,OpenNahele: the open Hawaiian forest plot database.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",30862334,HEVnet,0.9990112,hevnet,0.9990112,,0.9990112,1,http://www.hevnet.nl,200,Netherlands,"(52.3740,4.8897)",,2019-03-01,"Centre for Infectious Disease Control, National Institute for Public Health and the Environment (RIVM), Bilthoven, the Netherlands.","Adlhoch C, Franz E, Hofhuis A, Kroneman A, Mulder AC, Takkinen J, Tulen AD, Vennema H",,,56.0,"Andorra, Netherlands",hevnet,ok,"HEVnet: a One Health, collaborative, interdisciplinary network and sequence data repository for enhanced hepatitis E virus molecular typing, characterisation and epidemiological investigations.",2010-2022
TITLE_CAPITALIZED,32212654,CIRFESS,0.9989996,cirfess,0.9989996,,0.9989996,1,http://www.cellsurfer.net/cirfess,200,United States,"(40.7339,-74.0054)",,2020-04-02,"CardiOmics Program, Center for Heart and Vascular Research, Division of Cardiovascular Medicine, and Department of Cellular and Integrative Physiology, University of Nebraska Medical Center, Omaha, Nebraska 68198, United States.","Gundry RL, Littrell J, Waas M","2-SRA-2019-829-S-B, F31 HL140914, F31-HL140914, P20 GM104320, P20GM104320, R01 HL126785, R01 HL134010, R01-HL126785, R01-HL134010","Juvenile Diabetes Research Foundation, Lung, NHLBI NIH HHS, NIGMS NIH HHS, National Heart, National Institute of General Medical Sciences, and Blood Institute",16.0,"Andorra, United States",cirfess,ok,CIRFESS: An Interactive Resource for Querying the Set of Theoretically Detectable Peptides for Cell Surface and Extracellular Enrichment Proteomic Studies.,2010-2022
TITLE_CAPITALIZED,29136213,KNOTTIN,0.9989933,knottin,0.9989933,,0.9989933,1,http://www.dsimb.inserm.fr/KNOTTIN/,200,France,"(48.8534,2.3488)",,2018-01-01,"INSERM, U 1134, DSIMB, 6, rue Alexandre Cabanel, 75739, Paris Cedex 15, France.","Chiche L, Gelly JC, Gracy J, Postic G, Périn C",,,68.0,France,knottin,ok,"KNOTTIN: the database of inhibitor cystine knot scaffold after 10 years, toward a systematic structure modeling.",2010-2022
TITLE_CAPITALIZED,30413482,ChIP-Atlas,0.9989666,,0.9989666,chip-atlas,0.9989666,1,http://chip-atlas.org,200,Japan,"(35.6895,139.6917)",,2018-11-09,"Department of Developmental Biology, Graduate School of Medical Sciences, Kyushu University, Fukuoka, Japan soki@dev.med.kyushu-u.ac.jp meno@dev.med.kyushu-u.ac.jp.","Hatanaka H, Kawaji H, Meno C, Nakaki R, Ogasawara O, Ohta T, Oki S, Okuda Y, Sese J, Shioi G","15K14529, 16H06530, 17H01571, 18KT0024, 25840087, 26291051, JP17gm5010003","Japan Agency for Medical Research and Development, Japan Society for the Promotion of Science, National Bioscience Database Center",579.0,Japan,chip-atlas,ok,ChIP-Atlas: a data-mining suite powered by full integration of public ChIP-seq data.,2010-2022
TITLE_CAPITALIZED,28616227,FORESEE,0.99895483,foresee,0.99895483,,0.99895483,1,http://nimbus.elte.hu/FORESEE,200,Hungary,"(47.4984,19.0404)",,2015-02-05,Department of Meteorology Eötvös Loránd University Budapest Hungary.,"Barcza Z, Bartholy J, Dobor L, Havasi Á, Hlásny T, Horváth F, Ittzés P","283359, OTKA K104816","European Union&apos;s Seventh Framework Programme, Országos Tudományos Kutatási Alapprogramok",6.0,Hungary,foresee,ok,Bridging the gap between climate models and impact studies: the FORESEE Database.,2010-2022
TITLE_CAPITALIZED,31688938,RareLSD,0.99893045,,0.99893045,rarelsd,0.99893045,1,https://webs.iiitd.edu.in/raghava/rarelsd/,200,India,"(28.4974,77.3186)",,2019-01-01,"Department of Computational Biology, Indraprastha Institute of Information Technology, New Delhi 110020, India.","Agrawal P, Akhter S, Kaur H, Raghava GPS",,"Bose National Fellowship, Council of Scientific &amp; Industrial Research, Department of Biotechnology, Department of Science &amp; Technology",4.0,India,rarelsd,ok,RareLSD: a manually curated database of lysosomal enzymes associated with rare diseases.,2010-2022
TITLE_CAPITALIZED,24065691,SUS-BAR,0.99888194,sus-bar,0.99888194,,0.99888194,1,http://bar.biocomp.unibo.it/bar2.0,200,Italy,"(44.4938,11.3387)",,2013-09-23,"Bologna Biocomputing Group, University of Bologna, via S. Giacomo 9/2, I-40126, Bologna, Italy, Department of Biological, Geological and Environmental Sciences (BIGEA), University of Bologna, via Selmi 3, I-40126, Bologna, Italy, Department of Computer Science and Engineering, University of Bologna, Mura A. Zamboni 7, I-40126, Bologna, Italy, Health Science and Technologies-ICIR, University of Bologna, Via Tolara di Sopra 41/E, I-40064, Ozzano dell'Emilia, Italy and Department of Agro-Food Science and Technology (DISTAL), University of Bologna, Viale Fanin 46, I-40127, Bologna, Italy.","Casadio R, Fariselli P, Fontanesi L, Martelli PL, Piovesan D, Profiti G",,,4.0,"Andorra, Italy",sus-bar,ok,SUS-BAR: a database of pig proteins with statistically validated structural and functional annotation.,2010-2022
TITLE_CAPITALIZED,32821938,m6A-Atlas,0.9988661,,0.9988661,m6a-atlas,0.9988661,1,http://www.xjtlu.edu.cn/biologicalsciences/atlas,200,United Kingdom,"(51.5085,-0.1257)",,2021-01-01,"Department of Biological Sciences, Xi'an Jiaotong-Liverpool University, Suzhou, Jiangsu 215123, China.","Chen K, Liu G, Lu Z, Ma J, Meng J, Rigden DJ, Rong R, Song B, Su J, Tang Y, Wei Z, Wu X, Xu Q, de Magalhães JP","31671373, KSF-E-51, KSF-P-02, KSF-T-01","National Natural Science Foundation of China, XJTLU Key Program Special Fund",237.0,China,m6a-atlas,ok,m6A-Atlas: a comprehensive knowledgebase for unraveling the N6-methyladenosine (m6A) epitranscriptome.,2010-2022
CAPITALIZED,31250014,PRRDB,0.9988481,prrdb,0.9988481,,0.9988481,1,https://webs.iiitd.edu.in/raghava/prrdb2/,200,India,"(28.4974,77.3186)",,2019-01-01,"Department of Computational Biology, Indraprastha Institute of Information Technology, Delhi, New Delhi 110020, India.","Kaur D, Patiyal S, Raghava GPS, Sharma N, Usmani SS",,"Department of Biotechnology, Department of Science and Technology, Government of India and Indraprastha Institute of Information Technology",24.0,India,prrdb,ok,PRRDB 2.0: a comprehensive database of pattern-recognition receptors and their ligands.,2010-2022
TITLE_CAPITALIZED,34572428,DNArepairK,0.9988,,0.9988,dnarepairk,0.9988,1,http://dnarepair.bas.bg/index.php/dnarepairk/,200,Bulgaria,"(42.6975,23.3241)",,2021-09-16,"Faculty of Mathematics and Informatics, Sofia University, St. Kliment Ohridski, 5 James Bourchier Blvd., 1164 Sofia, Bulgaria.","Aleksandrov R, Atemin A, Babukov Y, Ivanova A, Stoynov S",KP06-N21-9,Bulgarian National Science Fund,9.0,"Andorra, Bulgaria",dnarepairk,ok,DNArepairK: An Interactive Database for Exploring the Impact of Anticancer Drugs onto the Dynamics of DNA Repair Proteins.,2010-2022
TITLE_CAPITALIZED,32147717,CancerLivER,0.998752,,0.998752,cancerliver,0.998752,1,https://webs.iiitd.edu.in/raghava/cancerliver,200,India,"(28.4974,77.3186)",,2020-01-01,"Bioinformatics Centre, CSIR-Institute of Microbial Technology, Sector -39A, Chandigarh-160036, India.","Bhalla S, Kaur D, Kaur H, Raghava GP",,,19.0,India,cancerliver,ok,CancerLivER: a database of liver cancer gene expression resources and biomarkers.,2010-2022
CAPITALIZED,27022158,RSIADB,0.9987323,rsiadb,0.9987323,,0.9987323,1,http://genedenovoweb.ticp.net:81/rsia/index.php,200,,,,2016-03-28,"Rice Research Institute of Sichuan Agricultural University, Chengdu, 611130, ChinaKey laboratory of Sichuan Crop Major Disease, Sichuan Agricultural University, Chengdu, 611130, ChinaKey Laboratory of Southwest Crop Gene Resource and Genetic Improvement of Ministry of Education, Sichuan Agricultural University, Ya'an, 625014, China aipingzh@163.com.","Ai P, Chen L, Deng Q, Li P, Li S, Wang S, Zhang J, Zheng A, Zhu J",,,13.0,"Andorra, China, Comoros",rsiadb,ok,"RSIADB, a collective resource for genome and transcriptome analyses in Rhizoctonia solani AG1 IA.",2010-2022
TITLE_CAPITALIZED,34527190,MedProDB,0.9987321,,0.9987321,medprodb,0.9987321,1,http://www.nipgr.ac.in/MedProDB,200,India,"(28.6519,77.2315)",,2021-07-27,"Bioinformatics Lab, National Institute of Plant Genome Research (NIPGR), Aruna Asaf Ali Marg, New Delhi 110067, India.","Bhardwaj R, Kumar S, Thakur JK",,,2.0,India,medprodb,ok,MedProDB: A database of Mediator proteins.,2010-2022
TITLE_CAPITALIZED,31560050,RiceRelativesGD,0.9987025,,0.9987025,ricerelativesgd,0.9987025,1,http://ibi.zju.edu.cn/ricerelativesgd/,200,China,"(31.2222,121.4581)",,2019-01-01,"Institute of Crop Science and Institute of Bioinformatics, Zhejiang University, Hangzhou 310058, China.","Chen M, Chen X, Chu Q, Fan L, Jia L, Kong X, Mao L, Qiu J, Sultana MH, Wu D, Ye CY, Zhu QH","2017 M612002, 2017QNA6013, 9143511/31401453, B17039, LZ17C130001","Central Universities of China, China Postdoctoral Science Foundation, Jiangsu Collaborative Innovation Center for Modern Crop Production, National 111 Project of China, NationalNatural Science Foundation of China, Natural Science Foundation of Zhejiang Province",11.0,"Andorra, China",ricerelativesgd,ok,RiceRelativesGD: a genomic database of rice relatives for rice research.,2010-2022
TITLE_CAPITALIZED,23127988,Adenosiland,0.9986772,,0.9986772,adenosiland,0.9986772,1,http://mms.dsfarm.unipd.it/Adenosiland/,200,Italy,"(45.4080,11.8859)",,2012-10-23,"CRS4, Parco Polaris, 09010 Pula (CA), Italy.","Bulfone A, Floris M, Medda R, Moro S, Sabbadin D",,,25.0,Italy,adenosiland,ok,Adenosiland: walking through adenosine receptors landscape.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",31669269,RNAdt,0.998639,rnadt,0.998639,,0.998639,1,http://www.zhounan.org/rnadt,200,United States,"(45.8399,-119.7006)",,2019-10-24,"Affiliated Brain Hospital of Guangzhou Medical University, Guangzhou, 510370, China; Guangzhou Huiai Hospital, Guangzhou, 510370, China.","Bao J, Zhou N",2018M643322,China Postdoctoral Science Foundation to N.Z,,China,rnadt,ok,RNAdt: An online tutorial and data portal for the RNA structurome era.,2010-2022
TITLE_CAPITALIZED,31960906,WormQTL2,0.99862754,,0.99862754,wormqtl2,0.99862754,1,http://www.bioinformatics.nl/WormQTL2/,200,Netherlands,"(51.9700,5.6667)",,2020-01-01,"Laboratory of Nematology, Wageningen University, Droevendaalsesteeg 1, NL-6708 PB Wageningen, The Netherlands.","Hartanto M, Kammenga JE, Nijveen H, Snoek BL, Sterken MG, de Ridder D, van Zuilichem AJ","1R01AA026658–01, 823.01.001, R01 AA026658","Dutch Research Council (NWO), NIAAA NIH HHS, National Institutes of Health",23.0,Netherlands,wormqtl2,ok,WormQTL2: an interactive platform for systems genetics in Caenorhabditis elegans.,2010-2022
TITLE_CAPITALIZED,22253616,POPcorn,0.9986222,,0.9986222,popcorn,0.9986222,1,http://popcorn.maizegdb.org/,200,United States,"(37.7621,-122.3971)",,2011-12-27,"Department of Genetics, Development and Cell Biology, Iowa State University, Ames, IA 50011, USA.","Andorf CM, Andorf D, Antonescu C, Antonescu V, Birkett SM, Braun BL, Campbell DA, Cannon EK, Gardiner JM, Grotewold E, Harper LC, Jennewein DM, Koch KE, Kodavali S, Lawrence CJ, Lisch D, Lushbough CM, McCarty DR, Quackenbush J, Schaeffer ML, Sen TZ, Yilmaz A","NIH 5 T32 CA106196-05, NSF DBI 0321711, NSF DBI 0743804, NSF IOS 0543441, NSF IOS 0606906, NSF IOS 0649614, NSF IOS 0701405, NSF IOS 0922560, NSF IOS 0965380, T32 CA106196","NCI NIH HHS, National Natural Science Foundation of China",16.0,"Andorra, United States",popcorn,ok,POPcorn: An Online Resource Providing Access to Distributed and Diverse Maize Project Data.,2010-2022
TITLE_CAPITALIZED,33642576,sRNAanno,0.9986066,,0.9986066,srnaanno,0.9986066,1,http://www.plantsRNAs.org,200,United States,"(37.3541,-121.9552)",,2021-03-01,"State Key Laboratory for Conservation and Utilization of Subtropical Agro-Bioresources, South China Agricultural University, Guangzhou, China.","Chen C, Feng J, Feng L, Li G, Li J, Liu B, Meyers BC, Xia R, Yu X, Zhai J",,,69.0,"Andorra, China",srnaanno,ok,sRNAanno-a database repository of uniformly annotated small RNAs in plants.,2010-2022
TITLE_CAPITALIZED,33165574,EpiGraphDB,0.99857664,,0.99857664,epigraphdb,0.99857664,1,https://epigraphdb.org/,200,United Kingdom,"(51.4552,-2.5966)",,2021-06-01,"MRC Integrative Epidemiology Unit, Bristol Medical School, University of Bristol, Bristol, UK.","Elsworth B, Erola P, Gaunt TR, Haberland V, Hemani G, Liu Y, Lloyd O, Lyon M, Vabistsevits M, Zheng J","19169, 208806/Z/17/Z, 29019, AA/18/7/34219, C18281/A19169, MC_UU_00011/4, SBF006\1117","Academy of Medical Sciences, British Heart Foundation, British Heart Foundation Accelerator, Cancer Research UK, Cancer Research UK programme, GlaxoSmithKline, GlaxoSmithKline and Biogen, Medical Research Council, NIHR Biomedical Research Centre at University Hospitals Bristol and Weston NHS Foundation Trust and the University of Bristol, University of Bristol Vice-Chancellors Fellow, Wellcome Trust, Wellcome Trust and Royal Society",45.0,United Kingdom,epigraphdb,ok,EpiGraphDB: a database and data mining platform for health data science.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",28472360,PopFly,0.9985602,popfly,0.9985602,,0.9985602,1,http://popfly.uab.cat,200,Spain,"(41.5159,2.1246)",,2017-09-01,"Institut de Biotecnologia i de Biomedicina and Departament de Genètica i de Microbiologia, Universitat Autònoma de Barcelona, Cerdanyola del Vallès 08193, Spain.","Barbadilla A, Casillas S, Hervas S, Pool JE, Sanz E","2014-SGR-1346, BFU2013-42649-P, R01 GM111797","Generalitat de Catalunya, Ministerio de Economía y Competitividad, NIGMS NIH HHS, National Institutes of Health",37.0,"Andorra, Spain",popfly,ok,PopFly: the Drosophila population genomics browser.,2010-2022
TITLE_CAPITALIZED,31114875,GEPIA2,0.9985086,gepia2,0.9985086,,0.9985086,1,http://gepia2.cancer-pku.cn/,200,China,"(36.0649,120.3804)",,2019-07-01,"School of Life Sciences and BIOPIC, Peking University, Beijing 100871, China.","Chen T, Kang B, Li C, Tang Z, Zhang Z","2016YFC0900100, 31530036, 81573022, 91742203","Key Technologies R&amp;D Program, National Natural Science Foundation of China",3344.0,"Andorra, China",gepia2,ok,GEPIA2: an enhanced web server for large-scale expression profiling and interactive analysis.,2010-2022
TITLE_CAPITALIZED,26624015,CardioGenBase,0.9985071,,0.9985071,cardiogenbase,0.9985071,1,http://www.CardioGenBase.com/,200,Hong Kong,"(22.2783,114.1747)",,2015-12-01,"Faculty of Allied Health Sciences, Chettinad Academy of Research and Education, Kelambakkam 603 103, Tamil Nadu, India.","Ahmed SS, Mary B, Murugesan R, Nayar PG, P D, V A",,,21.0,"Andorra, India",cardiogenbase,ok,CardioGenBase: A Literature Based Multi-Omics Database for Major Cardiovascular Diseases.,2010-2022
TITLE_CAPITALIZED,33258919,FinaleDB,0.99850684,,0.99850684,finaledb,0.99850684,1,http://finaledb.research.cchmc.org/,200,United States,"(47.5413,-122.3129)",,2021-08-01,"Division of Human Genetics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH 45229, USA.","Liu Y, Zheng H, Zhu MS","ACI-1548562, MCB190006P, MCB190124P","Extreme Science and Engineering Discovery Environment, National Science Foundation, Pittsburgh Supercomputing Center, Trustee Award",31.0,United States,finaledb,ok,FinaleDB: a browser and database of cell-free DNA fragmentation patterns.,2010-2022
TITLE_CAPITALIZED,29762552,e-RA,0.9984477,e-ra,0.9984477,,0.9984477,1,http://www.era.rothamsted.ac.uk,200,United Kingdom,"(51.8168,-0.3571)",,2018-05-15,"Computational and Analytical Sciences, Rothamsted Research, Harpenden, Hertfordshire AL5 2JQ, UK.","Castells-Brooke NID, Glendining MJ, Goulding KWT, Hawkesford MJ, Macdonald AJ, Ostler RJ, Perryman SAM, Poulton PR, Rawlings CJ, Scott T, Verrier PJ","BBS/E/C/00005189, BBS/E/C/000I0210, BBS/E/C/000I0220, BBS/E/C/000J0300",Biotechnology and Biological Sciences Research Council,16.0,"Andorra, United Kingdom",e-ra,ok,"The electronic Rothamsted Archive (e-RA), an online resource for data from the Rothamsted long-term experiments.",2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",25628763,dGCR,0.9984292,dgcr,0.9984292,,0.9984292,1,http://www.geneontology.org,200,United States,"(39.0437,-77.4875)",,2015-01-15,"Wolfson Centre for Age-Related Diseases, King's College London, London Bridge, London SE1 1UL, UK.",Williams G,,,5.0,United Kingdom,dgcr,ok,Database of Gene Co-Regulation (dGCR): A Web Tool for Analysing Patterns of Gene Co-regulation across Publicly Available Expression Data.,2010-2022
