global_row,chunk,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
455,3,The Lair,The Lair: a resource for exploratory analysis of published RNA-Seq data.,The Lair,The Lair,HIGH,No explicit expansion found in title; using short name for both
456,3,Plant IsomiR Atlas,"Plant IsomiR Atlas: Large Scale Detection, Profiling, and Target Repertoire of IsomiRs in Plants.",Plant IsomiR Atlas,Plant IsomiR Atlas,HIGH,No explicit expansion found in title; using short name for both
457,3,Surveyor,An online mapping database of molecular markers of drug resistance in Plasmodium falciparum: the ACT Partner Drug Molecular Surveyor.,Surveyor,Surveyor,HIGH,No explicit expansion found in title; using short name for both
458,3,IARC,TP53 Variations in Human Cancers: New Lessons from the IARC TP53 Database and Genomics Data.,IARC,IARC,HIGH,No explicit expansion found in title; using short name for both
459,3,KTCNlncDB,KTCNlncDB-a first platform to investigate lncRNAs expressed in human keratoconus and non-keratoconus corneas.,KTCNlncDB,KTCNlncDB,HIGH,No explicit expansion found in title; using short name for both
460,3,CFDB,Cystic fibrosis database (CFDB): a new web-based tool for cystic fibrosis specialists.,CFDB,Cystic fibrosis database,HIGH,Expansion found before short name in parentheses
461,3,PigVar,PigVar: a database of pig variations and positive selection signatures.,PigVar,PigVar,HIGH,No explicit expansion found in title; using short name for both
462,3,eChickAtlas,eChickAtlas: an introduction to the database.,eChickAtlas,eChickAtlas,HIGH,No explicit expansion found in title; using short name for both
463,3,SolCyc,SolCyc: a database hub at the Sol Genomics Network (SGN) for the manual curation of metabolic networks in Solanum and Nicotiana specific databases.,SolCyc,SolCyc,HIGH,No explicit expansion found in title; using short name for both
464,3,SPTEdb,SPTEdb: a database for transposable elements in salicaceous plants.,SPTEdb,SPTEdb,HIGH,No explicit expansion found in title; using short name for both
465,3,AVPpred,AVPpred: collection and prediction of highly effective antiviral peptides.,AVPpred,AVPpred,HIGH,No explicit expansion found in title; using short name for both
466,3,AgeGuess,"The AgeGuess database, an open online resource on chronological and perceived ages of people aged 5-100.",AgeGuess,AgeGuess,HIGH,No explicit expansion found in title; using short name for both
467,3,DISCONTOOLS,"DISCONTOOLS: a database to identify research gaps on vaccines, pharmaceuticals and diagnostics for the control of infectious diseases of animals. | Epidemiology, diagnosis and control of classical swine fever: Recent developments and future challenges.",DISCONTOOLS,DISCONTOOLS,HIGH,No explicit expansion found in title; using short name for both
468,3,TransAtlasDB,"TransAtlasDB: an integrated database connecting expression data, metadata and variants.",TransAtlasDB,TransAtlasDB,HIGH,No explicit expansion found in title; using short name for both
469,3,COMPARTMENTS,COMPARTMENTS: unification and visualization of protein subcellular localization evidence.,COMPARTMENTS,COMPARTMENTS,HIGH,No explicit expansion found in title; using short name for both
470,3,3DBIONOTES,"3DBIONOTES: A unified, enriched and interactive view of macromolecular information.",3DBIONOTES,3DBIONOTES,HIGH,No explicit expansion found in title; using short name for both
471,3,dbGENVOC,"dbGENVOC: database of GENomic Variants of Oral Cancer, with special reference to India.",dbGENVOC,dbGENVOC,HIGH,No explicit expansion found in title; using short name for both
472,3,internet brain volume database,The internet brain volume database: a public resource for storage and retrieval of volumetric data.,internet brain volume database,internet brain volume database,HIGH,No explicit expansion found in title; using short name for both
473,3,SmoCuDa,SmoCuDa: A Validated Smoking Cue Database to Reliably Induce Craving in Tobacco Use Disorder.,SmoCuDa,SmoCuDa,HIGH,No explicit expansion found in title; using short name for both
474,3,DynBench3D,"DynBench3D, a Web-Resource to Dynamically Generate Benchmark Sets of Large Heteromeric Protein Complexes.",DynBench3D,DynBench3D,HIGH,No explicit expansion found in title; using short name for both
475,3,Edaphostat,Edaphostat: interactive ecological analysis of soil organism occurrences and preferences from the Edaphobase data warehouse.,Edaphostat,Edaphostat,HIGH,No explicit expansion found in title; using short name for both
476,3,proteome quality index,A proteome quality index.,proteome quality index,proteome quality index,HIGH,No explicit expansion found in title; using short name for both
477,3,Coronavir,"A Web-Based Platform on Coronavirus Disease-19 to Maintain Predicted Diagnostic, Drug, and Vaccine Candidates.",Coronavir,Coronavir,HIGH,No explicit expansion found in title; using short name for both
478,3,Phylesystem,Phylesystem: a git-based data store for community-curated phylogenetic estimates.,Phylesystem,Phylesystem,HIGH,No explicit expansion found in title; using short name for both
479,3,Vertebrate Genome Annotation,The Vertebrate Genome Annotation browser 10 years on.,Vertebrate Genome Annotation,Vertebrate Genome Annotation,HIGH,No explicit expansion found in title; using short name for both
480,3,Dundee Resource for Sequence Analysis and Structure Prediction,The Dundee Resource for Sequence Analysis and Structure Prediction.,Dundee Resource for Sequence Analysis and Structure Prediction,Dundee Resource for Sequence Analysis and Structure Prediction,HIGH,No explicit expansion found in title; using short name for both
481,3,YAAM,YAAM: Yeast Amino Acid Modifications Database.,YAAM,YAAM,HIGH,No explicit expansion found in title; using short name for both
482,3,Pro,Protein Ontology: a controlled structured network of protein entities.,Pro,Pro,HIGH,No explicit expansion found in title; using short name for both
483,3,ALMANAC,The National Cancer Institute ALMANAC: A Comprehensive Screening Resource for the Detection of Anticancer Drug Pairs with Enhanced Therapeutic Activity.,ALMANAC,ALMANAC,HIGH,No explicit expansion found in title; using short name for both
484,3,MSiMass,MSiMass list: a public database of identifications for protein MALDI MS imaging.,MSiMass,MSiMass,HIGH,No explicit expansion found in title; using short name for both
485,3,Diurnal.plant.tools,Diurnal.plant.tools: Comparative Transcriptomic and Co-expression Analyses of Diurnal Gene Expression of the Archaeplastida Kingdom.,Diurnal.plant.tools,Diurnal.plant.tools,HIGH,No explicit expansion found in title; using short name for both
486,3,Assembly,Assembly: a resource for assembled genomes at NCBI.,Assembly,Assembly,HIGH,No explicit expansion found in title; using short name for both
487,3,chernobyl tissue bank,The chernobyl tissue bank - a repository for biomaterial and data used in integrative and systems biology modeling the human response to radiation.,chernobyl tissue bank,chernobyl tissue bank,HIGH,No explicit expansion found in title; using short name for both
488,3,CoralTBase,Development of a transcriptomic database for 14 species of scleractinian corals.,CoralTBase,CoralTBase,HIGH,No explicit expansion found in title; using short name for both
489,3,aturalistic neuroimaging database,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,aturalistic neuroimaging database,aturalistic neuroimaging database,HIGH,No explicit expansion found in title; using short name for both
490,3,GLAD,GLAD: an Online Database of Gene List Annotation for Drosophila.,GLAD,GLAD,HIGH,No explicit expansion found in title; using short name for both
491,3,microphysiology systems database,Applications of the microphysiology systems database for experimental ADME-Tox and disease models.,microphysiology systems database,microphysiology systems database,HIGH,No explicit expansion found in title; using short name for both
492,3,AntiTbPdb,AntiTbPdb: a knowledgebase of anti-tubercular peptides.,AntiTbPdb,AntiTbPdb,HIGH,No explicit expansion found in title; using short name for both
493,3,Warsaw set of emotional facial expression pictures,Warsaw set of emotional facial expression pictures: a validation study of facial display photographs.,Warsaw set of emotional facial expression pictures,Warsaw set of emotional facial expression pictures,HIGH,No explicit expansion found in title; using short name for both
494,3,WilsonGen,WilsonGen a comprehensive clinically annotated genomic variant resource for Wilson's Disease.,WilsonGen,WilsonGen,HIGH,No explicit expansion found in title; using short name for both
495,3,ORGANISMS,The SPECIES and ORGANISMS Resources for Fast and Accurate Identification of Taxonomic Names in Text.,ORGANISMS,ORGANISMS,HIGH,No explicit expansion found in title; using short name for both
496,3,NEA Thermochemical Database,Fundamentals of the NEA Thermochemical Database and its influence over national nuclear programs on the performance assessment of deep geological repositories.,NEA Thermochemical Database,NEA Thermochemical Database,HIGH,No explicit expansion found in title; using short name for both
497,3,TeSS,TeSS: a platform for discovering life-science training opportunities.,TeSS,TeSS,HIGH,No explicit expansion found in title; using short name for both
498,3,Amsterdam Open MRI Collection,"The Amsterdam Open MRI Collection, a set of multimodal MRI datasets for individual difference analyses.",Amsterdam Open MRI Collection,Amsterdam Open MRI Collection,HIGH,No explicit expansion found in title; using short name for both
499,3,PainNetworks,PainNetworks: a web-based resource for the visualisation of pain-related genes in the context of their network associations. | Comprehensive analysis of long noncoding RNA expression in dorsal root ganglion reveals cell-type specificity and dysregulation after nerve injury.,PainNetworks,PainNetworks,HIGH,No explicit expansion found in title; using short name for both
500,3,2DMatPedia,"2DMatPedia, an open computational database of two-dimensional materials from top-down and bottom-up approaches.",2DMatPedia,2DMatPedia,HIGH,No explicit expansion found in title; using short name for both
501,3,HD-RNAS,HD-RNAS: An Automated Hierarchical Database of RNA Structures.,HD-RNAS,HD-RNAS,HIGH,No explicit expansion found in title; using short name for both
502,3,VarSome,VarSome: the human genomic variant search engine.,VarSome,VarSome,HIGH,No explicit expansion found in title; using short name for both
503,3,National platform for Rare Diseases Data Registry of Japan,National platform for Rare Diseases Data Registry of Japan.,National platform for Rare Diseases Data Registry of Japan,National platform for Rare Diseases Data Registry of Japan,HIGH,No explicit expansion found in title; using short name for both
504,3,FADB-China,FADB-China: A molecular-level food adulteration database in China based on molecular fingerprints and similarity algorithms prediction expansion.,FADB-China,FADB-China,HIGH,No explicit expansion found in title; using short name for both
505,3,duplicated genes database,The duplicated genes database: identification and functional annotation of co-localised duplicated genes across genomes.,duplicated genes database,duplicated genes database,HIGH,No explicit expansion found in title; using short name for both
506,3,ATCC,The ATCC Genome Portal: Microbial Genome Reference Standards with Data Provenance.,ATCC,ATCC,HIGH,No explicit expansion found in title; using short name for both
507,3,L1000,"A Next Generation Connectivity Map: L1000 Platform and the First 1,000,000 Profiles.",L1000,L1000,HIGH,No explicit expansion found in title; using short name for both
508,3,VIS,"VIS - A database on the distribution of fishes in inland and estuarine waters in Flanders, Belgium.",VIS,VIS,HIGH,No explicit expansion found in title; using short name for both
509,3,PXD000702,A peptide resource for the analysis of Staphylococcus aureus in host-pathogen interaction studies.,PXD000702,PXD000702,HIGH,No explicit expansion found in title; using short name for both
510,3,of Cross-Linguistic Colexifications,"The Database of Cross-Linguistic Colexifications, reproducible analysis of cross-linguistic polysemies.",of Cross-Linguistic Colexifications,of Cross-Linguistic Colexifications,HIGH,No explicit expansion found in title; using short name for both
511,3,open targets,Literature evidence in open targets - a target validation platform. | Open Targets Platform: supporting systematic drug-target identification and prioritisation.,open targets,open targets,HIGH,No explicit expansion found in title; using short name for both
512,3,viral genomes resource,NCBI viral genomes resource.,viral genomes resource,viral genomes resource,HIGH,No explicit expansion found in title; using short name for both
513,3,Aging Brain Cohort,"The Aging Brain Cohort (ABC) repository: The University of South Carolina's multimodal lifespan database for studying the relationship between the brain, cognition, genetics and behavior in healthy aging.",Aging Brain Cohort,Aging Brain Cohort,HIGH,No explicit expansion found in title; using short name for both
514,3,RNANet,RNANet: an automatically built dual-source dataset integrating homologous sequences and RNA structures.,RNANet,RNANet,HIGH,No explicit expansion found in title; using short name for both
515,3,StraPep,StraPep: a structure database of bioactive peptides.,StraPep,StraPep,HIGH,No explicit expansion found in title; using short name for both
