pmid,title,entity,false_positive_reason,pattern_categories,num_patterns
31853227,GBDTCDA: Predicting circRNA-disease Associations Based on Gradient Boosting Decision Tree with Multiple Biological Data Fusion.,gbdtcda,Uses resource as analysis tool; Describes method/approach based on resource data; Multiple usage indicators (2 categories),"using_with, based_approach",2
32392342,"EnzymeMiner: automated mining of soluble enzymes with diverse structures, catalytic properties and stabilities.",,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
28336542,"Seten: a tool for systematic identification and comparison of processes, phenotypes, and diseases associated with RNA-binding proteins from condition-specific CLIP-seq profiles.",seten,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
31069394,AlloDriver: a method for the identification and analysis of cancer driver targets.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
23496817,CGAP: a new comprehensive platform for the comparative analysis of chloroplast genomes.,cgap,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
31199464,CoCoScore: context-aware co-occurrence scoring for text mining applications using distant supervision.,,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
23026555,"MetaSAMS--a novel software platform for taxonomic classification, functional annotation and comparative analysis of metagenome datasets.",,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
32606005,LDtrait: An Online Tool for Identifying Published Phenotype Associations in Linkage Disequilibrium.,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"reveals_identifies, tool_for",2
31760951,TS-GOEA: a web tool for tissue-specific gene set enrichment analysis based on gene ontology.,ts-goea,Describes method/approach based on resource data; Multiple usage indicators (2 categories),"based_approach, tool_for",2
30241466,ECPred: a tool for the prediction of the enzymatic functions of protein sequences based on the EC nomenclature.,ecpred,Describes method/approach based on resource data; Multiple usage indicators (2 categories),"based_approach, tool_for",2
30097004,miREM: an expectation-maximization approach for prioritizing miRNAs associated with gene-set.,mirem,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
"23160414, 23703206",Accelerating literature curation with text-mining tools: a case study of using PubTator to curate genes in PubMed abstracts.,,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
27814681,WUFlux: an open-source platform for <sup>13</sup>C metabolic flux analysis of bacterial metabolism.,wuflux,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
29189001,Searching Online Chemical Data Repositories via the ChemAgora Portal.,,Uses resource as analysis tool; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"using_with, mining_data",2
34500471,scDeepSort: a pre-trained cell-type annotation method for single-cell transcriptomics using deep learning with a weighted graph neural network.,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
"26669964, 29322439",CircInteractome: A web tool for exploring circular RNAs and their interacting proteins and microRNAs.,,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
30715466,SpyCLIP: an easy-to-use and high-throughput compatible CLIP platform for the characterization of protein-RNA interactions with high accuracy.,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
29272359,"BioSeq-Analysis: a platform for DNA, RNA and protein sequence analysis based on machine learning approaches.",,Describes method/approach based on resource data; Multiple usage indicators (2 categories),"based_approach, tool_for",2
25708359,ViralmiR: a support-vector-machine-based method for predicting viral microRNA precursors.,,Describes method/approach based on resource data; Multiple usage indicators (2 categories),"based_approach, tool_for",2
"22600742, 28981577",O-miner: an integrative platform for automated analysis and mining of -omics data.,,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
27835690,Vidjil: A Web Platform for Analysis of High-Throughput Repertoire Sequencing.,vidjil,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
22761559,ProteinHistorian: tools for the comparative analysis of eukaryote protein origin.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
28268841,AMP: A platform for managing and mining data in the treatment of Autism Spectrum Disorder.,amp,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
32471392,BEAVR: a browser-based tool for the exploration and visualization of RNA-seq data.,beavr,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
"23599922, 24578403",LASAGNA-Search: an integrated web tool for transcription factor binding site search and visualization.,,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
31504851,"BioSeq-Analysis2.0: an updated platform for analyzing DNA, RNA and protein sequences at sequence level and residue level based on machine learning approaches.",,Describes method/approach based on resource data; Multiple usage indicators (2 categories),"based_approach, tool_for",2
24484385,uPEPperoni: an online tool for upstream open reading frame location and analysis of transcript conservation.,,Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"analysis_study, tool_for",2
26773573,"VariOtator, a Software Tool for Variation Annotation with the Variation Ontology.",,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
28387604,DES-ncRNA: A knowledgebase for exploring information about human micro and long noncoding RNAs based on literature-mining.,,Describes method/approach based on resource data; Data mining/querying of existing resource; Multiple usage indicators (2 categories),"based_approach, mining_data",2
26220891,GeneMatcher: a matching tool for connecting investigators with an interest in the same gene.,,Uses resource as analysis tool; Multiple usage indicators (2 categories),"using_with, tool_for",2
25358478,MS-GF+ makes progress towards a universal database search tool for proteomics.,ms-gf,Data mining/querying of existing resource; Multiple usage indicators (2 categories),"mining_data, tool_for",2
31116477,MetaDome: Pathogenicity analysis of genetic variants through aggregation of homologous human protein domains.,,Uses resource as analysis tool; Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"using_with, analysis_study",2
33324449,Web-Based Genome Analysis of Bacterial Meningitis Pathogens for Public Health Applications Using the Bacterial Meningitis Genomic Analysis Platform (BMGAP).,bmgap,Uses resource as analysis tool; Focuses on analysis/study using data from resource; Multiple usage indicators (2 categories),"using_with, analysis_study",2
