pmid,title,primary_entity_short,matched_categories,pattern_count
31767692,PlantAPAdb: A Comprehensive Database for Alternative Polyadenylation Sites in Plants.,,"data_integration, using_phrases",2
32183707,LCQS: an efficient lossless compression tool of quality scores with random access functionality.,lcqs,"workflow_pipeline, using_phrases",2
"23193293, 29121237",Human Ageing Genomic Resources: integrated databases and tools for the biology and genetics of ageing.,,"workflow_pipeline, data_integration",2
"29136208, 31696236",Mouse Phenome Database: an integrative database and analysis suite for curated empirical phenotype data from laboratory mice.,,"comparison_benchmark, using_phrases",2
24404173,ClassyFlu: classification of influenza A viruses with Discriminatively trained profile-HMMs.,,"computational_ml, using_phrases",2
22711790,MolClass: a web portal to interrogate diverse small molecule screen datasets with different computational models.,,"computational_ml, using_phrases",2
27573070,gFinder: A Web-Based Bioinformatics Tool for the Analysis of N-Glycopeptides.,,"workflow_pipeline, comparison_benchmark",2
24215026,PTMTreeSearch: a novel two-stage tree-search algorithm with pruning rules for the identification of post-translational modification of proteins in MS/MS spectra.,,"computational_ml, using_phrases",2
28651562,GRAPE: a pathway template method to characterize tissue-specific functionality from gene expression profiles.,grape,"workflow_pipeline, using_phrases",2
32994472,Genopo: a nanopore sequencing analysis toolkit for portable Android devices.,genopo,"workflow_pipeline, comparison_benchmark",2
28610638,BADERI: an online database to coordinate handsearching activities of controlled clinical trials for their potential inclusion in systematic reviews.,baderi,"data_integration, using_phrases",2
29178837,VISPA2: a scalable pipeline for high-throughput identification and annotation of vector integration sites.,vispa2,"workflow_pipeline, data_integration",2
29294048,XPAT: a toolkit to conduct cross-platform association studies with heterogeneous sequencing datasets.,xpat,"workflow_pipeline, using_phrases",2
33932974,JEDi: java essential dynamics inspector - a molecular trajectory analysis toolkit.,jedi,"workflow_pipeline, comparison_benchmark",2
27895719,DRABAL: novel method to mine large high-throughput screening assays using Bayesian active learning.,drabal,"workflow_pipeline, using_phrases",2
"24077912, 28349240","The Human Gene Mutation Database: building a comprehensive mutation repository for clinical and molecular genetics, diagnostic testing and personalized genomic medicine.",,"data_integration, validation_study",2
25378307,DEEP: a general computational framework for predicting enhancers.,deep,"workflow_pipeline, computational_ml",2
26481362,"BindingDB in 2015: A public database for medicinal chemistry, computational chemistry and systems pharmacology.",,"computational_ml, using_phrases",2
22194640,IMG: the Integrated Microbial Genomes database and comparative analysis system.,img,"comparison_benchmark, data_integration",2
34371319,MDA-CF: Predicting MiRNA-Disease associations based on a cascade forest model by fusing multi-source information.,mda-cf,"computational_ml, using_phrases",2
31127704,VCF-Server: A web-based visualization tool for high-throughput variant data mining and management.,,"workflow_pipeline, data_integration",2
34034040,Human Health Exposure Analysis Resource (HHEAR): A model for incorporating the exposome into health studies.,hhear,"comparison_benchmark, computational_ml",2
21696592,Structural influence of gene networks on their inference: analysis of C3NET.,c3net,"comparison_benchmark, using_phrases",2
28874813,"FunctionAnnotator, a versatile and efficient web tool for non-model organism annotation.",,"workflow_pipeline, computational_ml",2
22889332,"Avogadro: an advanced semantic chemical editor, visualization, and analysis platform.",,"workflow_pipeline, comparison_benchmark",2
27392298,ABodyBuilder: Automated antibody structure prediction with data-driven accuracy estimation.,,"computational_ml, using_phrases",2
22888776,Cloudgene: a graphical execution platform for MapReduce programs on private and public clouds.,,"workflow_pipeline, using_phrases",2
"23193261, 25348399","HAMAP in 2013, new developments in the protein family classification and annotation system.",hamap,"computational_ml, using_phrases",2
34406385,qTeller: a tool for comparative multi-genomic gene expression analysis.,,"workflow_pipeline, comparison_benchmark",2
21255607,"Aromatic-Aromatic Interactions Database, A(2)ID: an analysis of aromatic π-networks in proteins.",,"comparison_benchmark, using_phrases",2
29504905,Closha: bioinformatics workflow system for the analysis of massive sequencing data.,closha,"workflow_pipeline, comparison_benchmark",2
33289897,"Seaview Version 5: A Multiplatform Software for Multiple Sequence Alignment, Molecular Phylogenetic Analyses, and Tree Reconciliation.",,"workflow_pipeline, database_update",2
29112702,CommWalker: correctly evaluating modules in molecular networks in light of annotation bias.,,"comparison_benchmark, using_phrases",2
26807156,vSDC: a method to improve early recognition in virtual screening when limited experimental resources are available.,sdc,"workflow_pipeline, using_phrases",2
28502612,MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome.,marrvel,"computational_ml, data_integration",2
22720726,miREvo: an integrative microRNA evolutionary analysis platform for next-generation sequencing experiments.,mirevo,"workflow_pipeline, comparison_benchmark",2
21609962,"PRI-CAT: a web-tool for the analysis, storage and visualization of plant ChIP-seq experiments.",pri-cat,"workflow_pipeline, comparison_benchmark",2
30298069,"ImmuneDB, a Novel Tool for the Analysis, Storage, and Dissemination of Immune Repertoire Sequencing Data.",,"workflow_pipeline, comparison_benchmark",2
23819467,BioBin: a bioinformatics tool for automating the binning of rare variants using publicly available biological knowledge.,biobin,"workflow_pipeline, using_phrases",2
21660515,"Online chemical modeling environment (OCHEM): web platform for data storage, model development and publishing of chemical information.",ochem,"workflow_pipeline, computational_ml",2
29429018,MOBCdb: a comprehensive database integrating multi-omics data on breast cancer for precision medicine.,mobcdb,"data_integration, using_phrases",2
31089686,GIDB: a knowledge database for the automated curation and multidimensional analysis of molecular signatures in gastrointestinal cancer.,gidb,"comparison_benchmark, using_phrases",2
31580061,PCAViz: An Open-Source Python/JavaScript Toolkit for Visualizing Molecular Dynamics Simulations in the Web Browser.,pcaviz,"workflow_pipeline, using_phrases",2
34735497,EntropyHub: An open-source toolkit for entropic time series analysis.,,"workflow_pipeline, comparison_benchmark",2
27174940,"PASMet: a web-based platform for prediction, modelling and analyses of metabolic systems.",pasmet,"workflow_pipeline, computational_ml",2
30786995,lnCAR: A Comprehensive Resource for lncRNAs from Cancer Arrays.,lncar,"data_integration, using_phrases",2
34623430,PATO: Pangenome Analysis Toolkit.,pato,"workflow_pipeline, comparison_benchmark",2
26671801,BMExpert: Mining MEDLINE for Finding Experts in Biomedical Domains Based on Language Model.,,"computational_ml, using_phrases",2
33264391,NetCoMi: network construction and comparison for microbiome data in R.,,"comparison_benchmark, using_phrases",2
34600479,DECONbench: a benchmarking platform dedicated to deconvolution methods for tumor heterogeneity quantification.,,"workflow_pipeline, comparison_benchmark",2
23330685,BioSM: metabolomics tool for identifying endogenous mammalian biochemical structures in chemical structure space.,biosm,"workflow_pipeline, using_phrases",2
34580179,OrtSuite: from genomes to prediction of microbial interactions within targeted ecosystem processes.,,"computational_ml, using_phrases",2
24124417,MOBBED: a computational data infrastructure for handling large collections of event-rich time series datasets in MATLAB.,mobbed,"computational_ml, using_phrases",2
33275647,"MANTA, an integrative database and analysis platform that relates microbiome and phenotypic data.",manta,"workflow_pipeline, comparison_benchmark",2
21273816,A database for the analysis of immunity genes in Drosophila: PADMA database.,padma,"comparison_benchmark, using_phrases",2
26101548,Open Drug Discovery Toolkit (ODDT): a new open-source player in the drug discovery field.,oddt,"workflow_pipeline, using_phrases",2
34618085,iRegNet: an integrative Regulatory Network analysis tool for Arabidopsis thaliana.,,"workflow_pipeline, comparison_benchmark",2
21791068,miRTar: an integrated system for identifying miRNA-target interactions in human.,mirtar,"data_integration, using_phrases",2
"22600742, 28981577",O-miner: an integrative platform for automated analysis and mining of -omics data.,,"workflow_pipeline, comparison_benchmark",2
23726585,"The CERTAIN Registry: a novel, web-based registry and research platform for pediatric renal transplantation in Europe.",certain,"workflow_pipeline, using_phrases",2
30084867,"LncFinder: an integrated platform for long non-coding RNA identification utilizing sequence intrinsic composition, structural information and physicochemical property.",,"workflow_pipeline, data_integration",2
