pmid,title,primary_entity_short,primary_entity_long,setfit_confidence,matched_categories,num_categories
30032202,TreeGrafter: phylogenetic tree-based annotation of proteins with Gene Ontology terms and other annotations.,,treegrafter,,analysis_studies,1
34259329,AniAMPpred: artificial intelligence guided discovery of novel antimicrobial peptides in animal kingdom.,,aniamppred,,discovery_findings,1
23497219,REGSTATTOOLS: freeware statistical tools for the analysis of disease population databases used in health and social studies.,regstattools,,0.63591224,"clinical_disease, analysis_studies",2
23023984,InterMine: a flexible data warehouse system for the integration and analysis of heterogeneous biological data.,,intermine,,analysis_studies,1
28130228,Ligandbook: an online repository for small and drug-like molecule force field parameters.,,ligandbook,,drug_compound,1
31779604,AMON: annotation of metabolite origins via networks to integrate microbiome and metabolome data.,amon,,0.7215506,analysis_studies,1
24330401,iMir: an integrated pipeline for high-throughput analysis of small non-coding RNA data obtained by smallRNA-Seq.,imir,,,analysis_studies,1
25349885,SeqAssist: a novel toolkit for preliminary analysis of next-generation sequencing data.,,seqassist,,analysis_studies,1
31167634,MiCoP: microbial community profiling method for detecting viral and fungal organisms in metagenomic samples.,micop,,,analysis_studies,1
31513641,uORF-Tools-Workflow for the determination of translation-regulatory upstream open reading frames.,,uorf-tools,0.7126256,pathway_mechanism,1
30287930,"Fast robust dose calculation on GPU for high-precision <sup>1</sup>H, <sup>4</sup>He, <sup>12</sup>C and <sup>16</sup>O ion therapy: the FRoG platform.",frog,,,clinical_disease,1
31799600,LARMD: integration of bioinformatic resources to profile ligand-driven protein dynamics with a case on the activation of estrogen receptor.,larmd,,0.6155721,gene_function,1
34208327,"Deep-Framework: A Distributed, Scalable, and Edge-Oriented Framework for Real-Time Analysis of Video Streams.",,deep-framework,,analysis_studies,1
32588040,mAML: an automated machine learning pipeline with a microbiome repository for human disease classification.,maml,,,clinical_disease,1
22909249,"Bio.Phylo: a unified toolkit for processing, analyzing and visualizing phylogenetic trees in Biopython.",,bio.phylo,,analysis_studies,1
29070028,riboviz: analysis and visualization of ribosome profiling datasets.,,riboviz,,analysis_studies,1
29186338,Cpf1-Database: web-based genome-wide guide RNA library design for gene knockout screens using CRISPR-Cpf1.,,cpf1-database,,analysis_studies,1
31319888,Shiny-Seq: advanced guided transcriptome analysis.,,shiny-seq,,analysis_studies,1
32469073,piNET: a versatile web platform for downstream analysis and visualization of proteomics data.,pinet,,,pathway_mechanism,1
21372087,GBOOST: a GPU-based tool for detecting gene-gene interactions in genome-wide case control studies.,gboost,,,analysis_studies,1
21450711,pathClass: an R-package for integration of pathway knowledge into support vector machines for biomarker discovery.,,pathclass,,pathway_mechanism,1
22789590,CBrowse: a SAM/BAM-based contig browser for transcriptome assembly visualization and analysis.,,cbrowse,,analysis_studies,1
30864317,PLATYPUS: A Multiple-View Learning Predictive Framework for Cancer Drug Sensitivity Prediction.,platypus,,,"clinical_disease, drug_compound",2
28881874,Oncopression: gene expression compendium for cancer with matched normal tissues.,,oncopression,,clinical_disease,1
32321166,APAlyzer: a bioinformatics package for analysis of alternative polyadenylation isoforms.,,apalyzer,,analysis_studies,1
27352221,Recommendations of the DNA Commission of the International Society for Forensic Genetics (ISFG) on quality control of autosomal Short Tandem Repeat allele frequency databasing (STRidER).,,strider,,variants_mutations,1
32427338,RiboToolkit: an integrated platform for analysis and annotation of ribosome profiling data to decode mRNA translation at codon resolution.,,ribotoolkit,,analysis_studies,1
31657800,Analyzing Tumor Gene Expression Factors with the CorExplorer Web Portal.,corex,,0.69773346,clinical_disease,1
22829724,FunSys: Software for functional analysis of prokaryotic transcriptome and proteome.,funsys,,,analysis_studies,1
28472395,SinCHet: a MATLAB toolbox for single cell heterogeneity analysis in cancer.,,sinchet,,clinical_disease,1
31106379,Drug ReposER: a web server for predicting similar amino acid arrangements to known drug binding interfaces for potential drug repositioning.,,drug reposer,,drug_compound,1
33408242,St. Jude Cloud: A Pediatric Cancer Genomic Data-Sharing Ecosystem.,,jude cloud,,clinical_disease,1
21420479,Traditional Medicine Collection Tracking System (TM-CTS): a database for ethnobotanically driven drug-discovery programs.,tm-cts,,,drug_compound,1
34009375,miRTargetLink 2.0-interactive miRNA target gene and target pathway networks.,,mirtargetlink,,pathway_mechanism,1
28187412,Omics Fusion - A Platform for Integrative Analysis of Omics Data.,,omics fusion,,analysis_studies,1
21791039,"Comparative high-throughput transcriptome sequencing and development of SiESTa, the Silene EST annotation database.",siesta,,,analysis_studies,1
25643705,BRCA1 Circos: a visualisation resource for functional analysis of missense variants.,brca1,,,analysis_studies,1
31801523,RCorp: a resource for chemical disease semantic extraction in Chinese.,rcorp,,,clinical_disease,1
23793516,"MuPIT interactive: webserver for mapping variant positions to annotated, interactive 3D structures.",,mupit interactive,,variants_mutations,1
28878802,Development of Highly Informative Genome-Wide Single Sequence Repeat Markers for Breeding Applications in Sesame and Construction of a Web Resource: SisatBase.,,sisatbase,0.638472,analysis_studies,1
21550347,NEMBASE4: the nematode transcriptome resource.,nembase4,,0.7202869,analysis_studies,1
27059780,CollapsABEL: an R library for detecting compound heterozygote alleles in genome-wide association studies.,,collapsabel,,"analysis_studies, drug_compound",2
22492646,CRNreals: a toolbox for distinguishability and identifiability analysis of biochemical reaction networks.,,crnreals,,analysis_studies,1
33257674,Mining potentially actionable kinase gene fusions in cancer cell lines with the KuNG FU database.,,kung fu,0.68183076,clinical_disease,1
30239678,THE-DB: a threading model database for comparative protein structure analysis of the E. coli K12 and human proteomes.,the-db,,0.7233875,analysis_studies,1
29106449,AlloSigMA: allosteric signaling and mutation analysis server.,,allosigma,,"variants_mutations, pathway_mechanism",2
29330515,HyphaTracker: An ImageJ toolbox for time-resolved analysis of spore germination in filamentous fungi.,,hyphatracker,0.60643744,analysis_studies,1
28177064,CPSS 2.0: a computational platform update for the analysis of small RNA sequencing data.,cpss,,,analysis_studies,1
34743696,Phenotype-tissue expression and exploration (PTEE) resource facilitates the choice of tissue for RNA-seq-based clinical genetics studies.,ptee,,,clinical_disease,1
27153576,Pathway analysis by randomization incorporating structure-PARIS: an update.,paris,,,pathway_mechanism,1
22402612,rehh: an R package to detect footprints of selection in genome-wide SNP data from haplotype structure.,rehh,,,"analysis_studies, variants_mutations",2
23325621,CRAVAT: cancer-related analysis of variants toolkit.,,cancer-related analysis of variants toolkit,0.7149621,"clinical_disease, analysis_studies",2
30830479,CSgator: an integrated web platform for compound set analysis.,,csgator,,drug_compound,1
31222198,"Duphold: scalable, depth-based annotation and curation of high-confidence structural variant calls.",,duphold,,variants_mutations,1
29383467,Enabling the hypothesis-driven prioritization of ligand candidates in big databases: Screenlamp and its application to GPCR inhibitor discovery for invasive species control.,,screenlamp,0.7127679,drug_compound,1
22546559,Identification of mirtrons in rice using MirtronPred: a tool for predicting plant mirtrons.,,mirtronpred,,"gene_function, species_specific",2
33606709,Chainchecker: An application to visualise and explore transmission chains for Ebola virus disease.,,chainchecker,,clinical_disease,1
31274316,Kinase Atlas: Druggability Analysis of Potential Allosteric Sites in Kinases.,,kinase atlas,0.6391419,analysis_studies,1
26840451,"DianaHealth.com, an On-Line Database Containing Appraisals of the Clinical Value and Appropriateness of Healthcare Interventions: Database Development and Retrospective Analysis.",,dianahealth.com,0.62268484,clinical_disease,1
21394829,WAVe: web analysis of the variome.,wave,,,analysis_studies,1
27663502,LD Hub: a centralized database and web interface to perform LD score regression that maximizes the potential of summary level GWAS data for SNP heritability and genetic correlation analysis.,ld hub,,,variants_mutations,1
33907838,Demetra Application: An integrated genotype analysis web server for clinical genomics in endometriosis.,,demetra application,,"clinical_disease, variants_mutations",2
29300846,ChopStitch: exon annotation and splice graph construction using transcriptome assembly and whole genome sequencing data.,,chopstitch,,analysis_studies,1
25513722,iDrug-Target: predicting the interactions between drug compounds and target proteins in cellular networking via benchmark dataset optimization approach.,,idrug-target,0.65760255,drug_compound,1
22689388,synbreed: a framework for the analysis of genomic prediction data using R.,,synbreed,,analysis_studies,1
21519818,PRICE (PRotein Interface Conservation and Energetics): a server for the analysis of protein-protein interfaces.,price,,,analysis_studies,1
26120140,BEAN 2.0: an integrated web resource for the identification and functional analysis of type III secreted effectors.,bean,,0.716101,analysis_studies,1
33894945,SIGNAL: A web-based iterative analysis platform integrating pathway and network approaches optimizes hit selection from genome-scale assays.,signal,,,pathway_mechanism,1
31929521,VAMPr: VAriant Mapping and Prediction of antibiotic resistance via explainable features and machine learning.,vampr,,,variants_mutations,1
26428293,JEPEGMIX: gene-level joint analysis of functional SNPs in cosmopolitan cohorts.,jepegmix,,,analysis_studies,1
29986020,"Implementation and applications of EMOD, an individual-based multi-disease modeling platform.",emod,,,clinical_disease,1
26507285,PhenoMiner: from text to a database of phenotypes associated with OMIM diseases.,,phenominer,,clinical_disease,1
23470317,"New perspectives in toxicological information management, and the role of ISSTOX databases in assessing chemical mutagenicity and carcinogenicity.",isstox,,0.7040383,gene_function,1
23951226,Mutationmapper: a tool to aid the mapping of protein mutation data.,,mutationmapper,,variants_mutations,1
33335023,CanRisk Tool-A Web Interface for the Prediction of Breast and Ovarian Cancer Risk and the Likelihood of Carrying Genetic Pathogenic Variants.,,canrisk tool,,clinical_disease,1
29092953,TumorMap: Exploring the Molecular Similarities of Cancer Samples in an Interactive Portal.,,tumormap,0.7202296,clinical_disease,1
30517594,Drug Targetor: a web interface to investigate the human druggome for over 500 phenotypes.,,drug targetor,,drug_compound,1
34252971,Investigation of REFINED CNN ensemble learning for anti-cancer drug sensitivity prediction.,refined,,,"clinical_disease, drug_compound",2
29764369,VAReporter: variant reporter for cancer research of massive parallel sequencing.,,vareporter,,"clinical_disease, variants_mutations",2
23302652,Accessing the public MIMIC-II intensive care relational database for clinical research.,mimic-ii,,,clinical_disease,1
34037798,CPA: a web-based platform for consensus pathway analysis and interactive visualization.,cpa,,,pathway_mechanism,1
