entity_name,total_papers,spacy_papers,v2_papers,source,pmids
hgmd,10,10,5,both,"21258063,21520336,22948725,24077912,24861626,26832193,28349240,31116477,32508008,32596782"
unicarbkb,9,9,5,both,"21898825,23836470,24234447,26578555,26615188,26940363,27318307,27743371,28150237"
polyphen-2,9,9,0,spacy,"23621914,24312616,24453961,24886216,25073475,28180317,32076423,33395407,33586368"
img,9,1,9,both,"22194640,23424620,24136997,24165883,25343872,27118214,27738135,30289528,33137183"
vfdb,9,9,3,both,"22067448,24466021,25030426,26578559,27017950,27164438,30352937,30395255,32071553"
encyclopedia of dna elements,9,0,9,v2,"22075998,23193274,25762420,26527727,26529777,26980513,29126249,31713622,31751002"
human cell atlas,9,9,0,spacy,"29092000,29186510,29206104,30243574,30472499,30642873,30995076,32929224,33879355"
base,9,1,9,both,"21904428,22367876,22759918,23824865,25471253,27195106,27915230,30172843,31991337"
craft,9,9,5,both,"22464129,22776079,28818042,29122011,31725864,32766810,33430995,34001263,34920707"
mmdb,9,9,4,both,"22135289,22140104,24316579,24319143,24460210,25398906,26615191,28293068,31652812"
f,9,0,9,v2,"21994220,24213601,24670764,25667314,28077567,30407583,31847919,34526078,36567815"
genome browser,9,0,9,v2,"23908057,24792048,25428374,25685613,25788626,27153568,28437135,29761458,30286773"
brca,9,9,2,both,"21990165,24564956,26913838,27035433,27633797,29360996,30586411,30908262,33239644"
pharmacogenomic,9,9,0,spacy,"21624156,24787444,25703229,25939485,30813377,32570388,33113799,34387941,34745204"
genome database for rosaceae,9,9,3,both,"24225320,24247530,25623424,29216377,30239664,30357347,31688940,31725859,34415997"
mendelian inheritance in man,9,1,8,both,"21633941,22075990,22255115,22434833,23378291,26094768,26507285,27829360,30335154"
pagerank,9,9,0,spacy,"24358368,25474588,28644833,29060693,30403770,31664891,33155801,33363710,33430995"
mouse phenome database,9,9,5,both,"22102583,22303453,23195312,23937709,24243846,26286858,28376796,29136208,31696236"
biocreative,9,0,9,v2,"23180769,24919658,25190367,25209025,27161011,27189607,27270713,27524807,30689846"
genome variation map,9,9,3,both,"27899658,29036542,29069473,30365034,30465537,30465539,33170268,33175170,34344425"
cmap,9,6,5,both,"22494395,22499690,23661693,24466070,26423722,28962576,29195078,30564416,31210272"
ontology,9,1,8,both,"22102568,24270789,24533660,25093074,25428369,25858285,27899649,30407550,33590873"
leiden open variation database,9,9,1,both,"21901790,22334387,22753041,23720012,26773573,26832193,30586411,31286593,34174131"
biocaddie,9,9,4,both,"29220453,29220454,29220457,29220467,29688372,29688374,29688379,30971690,31725862"
yeastract,9,9,3,both,"22563474,24170807,24265222,26483034,27392072,27625390,29036684,31586406,34427650"
afnd,9,9,8,both,"23198982,23584834,25414323,26585775,27189608,29858801,31722398,31906604,33755549"
epd,9,9,6,both,"23193273,23245335,25378343,26615188,27661132,27899657,28981707,31680159,33539888"
cogs,9,9,0,spacy,"21366926,22096231,23813641,25428365,27789703,28053163,29949966,30191166,33167031"
tripal,9,0,9,v2,"21959868,24163125,29220446,30295719,31328773,31688940,31725859,32621602,34251419"
grasp,9,9,6,both,"24007337,24931982,25414351,25428361,27153700,27585568,27766955,30841849,31167633"
gpcrdb,9,8,7,both,"24304901,26582914,27155948,27472010,29155946,29316735,30664776,31236561,33270898"
pombase,9,9,7,both,"22039153,23203989,23658422,24574118,25052702,25361970,29761456,30321395,32353878"
dud,9,8,2,both,"22829718,23240691,23247048,25750664,25800162,26807156,27247997,29462237,31430292"
malacards,9,9,4,both,"23584832,25199789,26983021,27357693,27899610,28293298,28336542,28830434,30883301"
r,9,0,9,v2,"25308527,26253947,27605105,27899586,30165587,30739313,31608376,31869345,32101277"
signor,8,8,3,both,"26467481,28654729,29036667,31611808,31665520,32469073,33809949,34352070"
edgar,8,8,7,both,"26320369,27098043,28451592,28705636,28812536,30497358,32303685,33988716"
nabic,8,8,2,both,"21887015,24250118,25097382,25489177,26339155,26527854,26848255,26912952"
toolbox,8,3,5,both,"25028726,26552596,26882475,27573007,29069312,29527758,32457801,32564239"
egfp,8,8,0,spacy,"21931740,22181660,23457350,25840430,26782912,27458201,30822399,31980680"
covid,8,6,3,both,"32695791,33170789,33175089,33526252,33927208,34015823,34588463,34748989"
express,8,8,2,both,"22080554,23129297,24314033,25070784,29337142,30944313,33112870,34890250"
deseq2,8,8,0,spacy,"26758513,27220689,30727942,31414118,31917401,32471392,33827413,33950201"
biobank,8,5,4,both,"25826379,29886187,30305743,33166379,33196847,33936422,34041278,34594039"
gnps,8,8,2,both,"27504778,29358742,30059804,30944327,31780665,31807684,31953821,32212716"
catalogue of somatic mutations in cancer,8,7,1,both,"21609966,24669769,24990767,27001666,27899578,29898651,30894373,34137435"
rcsb pdb,8,0,8,v2,"23193259,25183487,25428375,26317409,27603019,27794042,30714210,34739839"
of,8,0,8,v2,"21624339,21762169,22102572,30669929,30710514,31796060,32790862,34534218"
opm,8,7,3,both,"21438606,21890895,23308089,23740744,24302577,25255440,28219343,29331638"
mendelian inheritance in,8,4,5,both,"21880147,21982513,22140104,23193264,23636887,24259429,30841849,31453287"
ochem,8,8,4,both,"21660515,23321019,25544551,26807157,28802948,28857516,30499394,33431004"
v(d)j,8,8,0,spacy,"27835690,29867956,30105017,30657870,30666250,31649674,31677971,33359127"
gvm,8,8,3,both,"29036542,29069473,30365034,30465537,30465539,31702008,33170268,33175170"
electronic health records,8,8,0,spacy,"24768598,26868052,27643689,29218875,29854102,30999867,33454728,34214696"
gxb,8,8,6,both,"27134731,27158451,27158452,28413616,29527288,31231515,31290545,31559014"
gromacs,8,8,2,both,"22238269,23407358,23703210,24830957,24928188,32119710,32810405,34283824"
gigadb,8,8,5,both,"23587345,24622612,24839546,25356198,25722853,27333791,29186423,30753480"
concise guide to,8,8,0,spacy,"29055037,31710713,31710714,31710715,31710716,31710717,31710718,31710719"
2015/16,8,8,0,spacy,"29055037,31710713,31710714,31710715,31710716,31710717,31710718,31710719"
concise,8,0,8,v2,"29055037,31710713,31710714,31710715,31710716,31710717,31710718,31710719"
physionet,8,8,2,both,"23302652,26038690,26525081,26737662,27070134,27869105,30199376,32568678"
ph.,8,8,0,spacy,"22635116,24419610,24910331,26656113,27664695,27789699,28871084,34349739"
chd,8,8,1,both,"23818526,24421884,24803680,28651548,31592719,32608479,32879224,34782917"
bind,8,8,1,both,"21233089,21930248,23282181,23772554,25885037,28785082,29698482,31589399"
cistrome,8,8,2,both,"21859476,24253304,26438538,27789702,29092931,30416387,30462313,33778495"
swath,8,8,0,spacy,"25712692,25977788,26154972,28853897,31023032,31301205,32091902,34252933"
goc,8,8,3,both,"22102568,23161678,23842463,25428369,26141960,27678076,31796553,33290552"
camp,7,7,4,both,"24244550,24265220,26467475,31409791,31441165,32946226,34849207"
analyzer,7,0,7,v2,"23584940,23978768,24551056,25627242,27846806,33879054,34882760"
testing registry,7,7,0,spacy,"23193264,23203983,24259429,25398906,26615191,30271296,31829207"
data,7,0,7,v2,"27407110,27797780,28425058,29087446,31560645,33166387,33281870"
gdb,7,4,3,both,"21618009,22449400,23019491,23088335,23259841,30564943,32331540"
go,7,0,7,v2,"22102568,23819482,25428369,27899567,30395331,30501127,30988307"
psc,7,7,1,both,"22669905,27044041,30332415,32005897,32345779,32707486,33672700"
chromosome-centric,7,7,0,spacy,"23249167,23252913,24261964,24261998,24596128,25794139,26272709"
concise guide,7,7,5,both,"31710713,31710714,31710715,31710716,31710717,31710718,31710719"
cgd,7,7,7,both,"22064862,23143685,23696674,24185697,26519061,27738138,29761455"
prism,7,7,4,both,"22480273,23304396,24829450,26442528,26776198,28460067,29446725"
genomics,7,0,7,v2,"23109555,23629549,24709754,25392408,25432973,26501966,29762652"
2019/20,7,7,0,spacy,"31710713,31710714,31710715,31710716,31710717,31710718,31710719"
immune epitope database and analysis resource,7,7,5,both,"22681406,28352270,28634590,31761977,31803189,32615639,33465550"
mirdb,7,7,2,both,"22303335,25378301,28704505,30278585,31504780,31906604,31950188"
worldwide protein data bank,7,6,3,both,"29067736,29533231,29688351,31396911,31691821,32006287,34908533"
cdk,7,7,0,spacy,"21647451,22711790,25995041,26664458,27231484,30128804,30979097"
mpd,7,7,6,both,"22102583,23195312,24243846,29136208,29917040,31696236,32071553"
lncrnadb,7,7,1,both,"24813212,25332394,25853886,27608726,28985416,30945202,34039271"
niprotkb,7,0,7,v2,"22127870,22962482,23327938,23958731,25378336,26519399,30371819"
sourceforge,7,7,0,spacy,"22945787,22945789,23658422,24642064,25664462,27522081,30092755"
soykb,7,6,7,both,"22369646,23368680,24136998,26268547,27766951,27987168,31549018"
soybean knowledge base,7,7,5,both,"22369646,23368680,24136998,26268547,27766951,27987168,31549018"
tcdb,7,7,3,both,"21393656,24225317,24316579,26284514,26546518,31665454,33170213"
bar,7,7,2,both,"21622657,23095498,24065691,25414324,27401965,27987167,28453653"
rmse,7,7,0,spacy,"22225511,29028828,33110108,33204773,33664272,33735277,34045448"
ecod,7,7,3,both,"25917548,26833690,29078314,29659718,30357350,31869345,32976564"
bgee,7,7,5,both,"22285560,25864439,26615188,30467516,31278681,31697362,33037820"
model,7,4,3,both,"22437851,23195310,26249149,26944737,27334346,30104386,35231122"
pgdb,7,7,1,both,"22102576,22465851,23192547,24225315,27987175,29059334,31032842"
tarbase,7,7,2,both,"22135297,22583976,25416803,25527833,25977294,27603020,29156006"
l,7,0,7,v2,"23371251,24942246,25542617,26944085,29963332,34111737,34150506"
imgt,7,0,7,v2,"21632774,22907343,23080122,25048120,25378316,26105823,30196491"
functional annotation of animal genomes,7,7,0,spacy,"25854118,27453069,30427726,31428126,33758196,34220930,34234809"
tale,7,7,1,both,"22222791,24933470,25408404,26876161,28617832,29143556,33755048"
pmc,7,5,2,both,"21325301,24499370,29161421,31557052,31602479,33095870,33180112"
fret,7,7,0,spacy,"21877292,24108638,24203340,29394047,29895862,32704068,33982715"
bigg,7,7,1,both,"21244678,21523460,26476456,27714042,28420402,31696234,32407533"
prime,7,7,3,both,"21398673,23292601,25688256,27286472,30269990,33227425,33882349"
biomart,7,0,7,v2,"21609966,21785142,21930503,21930504,22374386,22748168,25897122"
funcoup,7,7,4,both,"22110034,24185702,24849579,27151197,29165593,29504895,33539890"
immuno polymorphism database,7,0,7,v2,"23180793,25048120,25414341,26826444,29858800,30821128,31641782"
regulatory network,7,7,0,spacy,"25635527,25993562,26864723,28368827,28388297,30542062,34618085"
proteomicsdb,7,7,3,both,"25158685,25987413,27048349,28135259,29106664,29316735,31665479"
dmd,7,7,2,both,"22776072,25604253,25612904,26030752,28152980,29689380,29949583"
cansar,7,7,6,both,"22013161,24304894,24402955,26673713,30496479,33219674,33396976"
emdb,7,7,1,both,"22009674,23633580,26476444,26873783,27572735,30008982,30487656"
electronic health record,7,7,0,spacy,"26418054,26944737,29293556,30975223,33938875,34042766,34088418"
bdb,7,6,3,both,"24666037,26503249,29688378,30052959,31337975,33993461,34427185"
i5k,7,7,3,both,"22984621,24609470,25332403,29602368,29761470,30414112,32449938"
ucsc,7,0,7,v2,"22075998,22908213,22994508,23109555,24270787,33221922,34244710"
system,7,0,7,v2,"21569281,22140115,23390137,23736528,24949626,26551925,26558901"
genelab,7,7,4,both,"29652620,30329036,30688299,30815061,32045996,32265943,33080015"
repeatsdb,7,7,5,both,"24311564,27899671,29746699,30357350,32112578,33125078,33237313"
x!tandem,7,7,0,spacy,"21609792,22072385,23163785,23418188,23828837,24215026,32175744"
cafa,7,7,2,both,"23514411,25653249,26380077,31208327,31245718,31581775,31744546"
bmrb,7,7,2,both,"22689068,25333826,26141454,26253947,32006287,33305318,34449019"
phenx,7,7,1,both,"21749974,21975939,26132000,28578176,31439493,33905618,34038028"
microscope,7,7,4,both,"23193269,26196387,27899624,28968784,29806194,31647104,31906604"
knapsack,7,7,4,both,"22123792,23292603,23509110,24285751,26495281,32551569,33705530"
csi,7,7,0,spacy,"21362185,25151459,26392543,28056767,30886413,32481589,32997169"
conclusions,7,7,0,spacy,"22087737,25890833,27515514,28716001,30717676,31870277,31870293"
hocomoco,7,7,3,both,"23175603,26586801,27052996,27924024,29140464,30261835,30445619"
gtrd,7,7,3,both,"27924024,29140464,29846656,30445619,31465497,32117432,33231677"
trrust,7,7,2,both,"26066708,27982098,28812536,29087512,30862804,31695723,31857203"
hmdd,6,6,2,both,"24194601,28124611,30053237,30364956,32487193,34371319"
cb,6,5,2,both,"21216786,22479650,25100688,26660198,29132292,31641152"
bank,6,0,6,v2,"22080505,23193259,23203869,23203988,25062767,25183487"
snomed-ct,6,6,0,spacy,"27193236,27369567,29888066,31329239,31437915,33625877"
biocyc,6,0,6,v2,"21474551,22102576,22639224,24225315,26527732,29447345"
pains,6,6,0,spacy,"25883137,26505758,29725591,30624935,32687707,32778891"
trip,6,6,3,both,"23071747,26320097,27924039,28441153,32071193,33104800"
at,6,0,6,v2,"22080561,23685612,26776191,28013277,30854545,31103066"
dnn,6,6,0,spacy,"30295724,30456938,31870282,33067876,33372625,33927208"
bookshelf,6,6,1,both,"23203889,25398906,26615191,30395293,31602479,33095870"
iarc,6,6,1,both,"21675400,22536974,27164621,27328919,30936866,31096452"
odm,6,6,1,both,"23861827,23920826,25160362,26868052,26944737,34042877"
standard european vector architecture,6,6,3,both,"23180763,24818926,25392407,29074996,31740968,32809204"
biogps,6,6,4,both,"22106336,22345621,22847375,23175613,24053356,26578587"
minion,6,6,3,both,"29069314,29976644,32129709,32612757,32987804,33188229"
dsstox,6,6,3,both,"22408426,29185060,32074470,32421835,33426407,33431043"
sfld,6,6,4,both,"24271399,24756107,24885296,25501940,27899635,28365730"
allele frequency net database,6,6,6,both,"23584834,25414323,27189608,29858801,31722398,33755549"
adni,6,6,1,both,"24846640,24893367,29926817,30395195,30457571,32822005"
surechembl,6,6,3,both,"26457120,26582922,27472010,29186333,33522806,33929850"
csc,6,0,6,v2,"21975940,23155063,23255150,23748957,25685613,27899642"
iuphar-db,6,6,4,both,"22674159,22778867,23087376,24234439,26464438,30087946"
alliance of genome resources,6,6,1,both,"29069413,30407545,31552413,31642470,31796553,32559296"
gen,6,6,0,spacy,"25505034,27987174,28158643,29036542,30465537,33175170"
plaza,6,6,4,both,"23826978,25324309,27261064,27987171,29069403,33070442"
dockground,6,4,5,both,"23934791,25488330,26227548,28891124,31746961,32621232"
as,6,0,6,v2,"25306238,26738065,29036676,31106371,31159731,34723794"
biobert,6,6,1,both,"33238875,33258966,33956981,34325669,34381873,34920707"
cancer imaging archive,6,6,1,both,"23884657,24109929,28925987,29871933,29907888,34272388"
blast.<h4,6,6,0,spacy,"21854560,22510480,27809763,28087515,30064374,30615063"
european food safety authority,6,6,0,spacy,"22761753,24633599,25469406,28333085,30418088,33395940"
rxnorm,6,6,0,spacy,"23256517,25157320,27193236,28270198,31238109,34556781"
rcsb,6,0,6,v2,"23193259,27603019,27794042,29067736,30714210,34739839"
faang,6,6,6,both,"25854118,27453069,30427726,32117413,34220930,34234809"
metfrag,6,6,2,both,"24895432,25157598,26834843,28025165,30167882,33685519"
t3ss,6,6,0,spacy,"22545727,25867189,28112271,28551989,31665454,33122003"
pdbtm,6,6,1,both,"23203988,24302577,25392424,25943549,28219343,29331638"
dda,6,6,0,spacy,"25521246,26685308,26717407,28834231,31301205,32795611"
catalytic site atlas,6,6,1,both,"24319146,24885296,26315904,28459991,29106569,31024751"
csa,6,6,1,both,"24319146,29106569,29879128,30699145,33097024,34252947"
