entity_name,total_papers,spacy_papers,v2_papers,source,pmids
spliceaid-f,1,1,1,both,23118479
spliceosome,1,1,1,both,23118483
recetox exposome hr-[ei+]-ms library expands the number of freely available resources for use in full-scan chemical exposure studies and,1,1,0,spacy,33768085
celllinenavigator,1,1,1,both,23118487
database for annotation,1,1,0,spacy,23118487
hexevent,1,1,1,both,23118488
a database of human exon splicing events,1,1,0,spacy,23118488
hemex,1,0,1,v2,23282330
chemex,1,1,1,both,23282330
anary,1,0,1,v2,29246107
variants,1,1,0,spacy,29246107
canary,1,0,1,v2,29246107
annals of applied statistics12(4,1,1,0,spacy,30753436
\texttt{r}$,1,1,0,spacy,30753436
inria=1.09,1,1,0,spacy,23708255
http://noble.gs.washington.edu/proj/param-medic/,1,1,0,spacy,28263070
param-medic,1,1,1,both,28263070
modfold7,1,0,1,v2,32621219
http://www.reading.ac.uk/bioinf/modfold/,1,1,0,spacy,32621219
spied,1,0,1,v2,24199845
spiedw,1,1,1,both,24199845
piedw,1,0,1,v2,24199845
vertebrate trait,1,0,1,v2,23937709
http://bioportal.bioontology.org/ontologies/50138,1,1,0,spacy,23937709
vertebrate,1,0,1,v2,23937709
spinachdb,1,1,1,both,27148975
pepgrep,1,0,1,v2,23511729
dark kinase knowledgebase,1,1,1,both,33079988
online interactive visualization of genome-wide association studies of the enhancing neuroimaging genetics,1,1,0,spacy,22856375
mendel-gpu,1,0,1,v2,22954633
endel-gpu,1,0,1,v2,22954633
alignbucket,1,1,1,both,26231432
hhsearch,1,0,1,v2,26231431
inria=3.93,1,1,0,spacy,23708255
t-lex2,1,1,1,both,25510498
an updated bioinformatics resource for invertebrate vectors and other organisms related with human diseases,1,1,0,spacy,25510499
sivep-gripe,1,1,0,spacy,33735272
stagdb,1,1,1,both,32719467
stag,1,0,1,v2,32719467
you only look once,1,1,0,spacy,33735277
root mean square error,1,1,0,spacy,33735277
dbrasiliensis,1,0,1,v2,33735277
vanesa,1,1,1,both,24953454
rtmocap,1,0,1,v2,25805426
real-time motion capture toolbox,1,0,1,v2,25805426
conspred,1,1,1,both,27378292
onspred,1,0,1,v2,27378292
etscape,1,0,1,v2,22135418
ehmn,1,1,0,spacy,22135418
metscape,1,1,1,both,22135418
ioncom,1,1,1,both,27378301
cliniclsnp,1,0,1,v2,33112702
lncrbasev.2,1,0,1,v2,33112702
molecular optical simulation environment,1,1,1,both,23577215
mose,1,1,1,both,23577215
olysac3db,1,0,1,v2,23151233
an annotated data base of 3 dimensional structures of polysaccharides,1,1,0,spacy,23151233
polysac3db,1,1,1,both,23151233
mass spectrometry contaminants database,1,1,1,both,22954629
maconda,1,1,1,both,22954629
hhalign-kbest,1,1,1,both,26231431
halign-kbest,1,0,1,v2,26231431
saccharomyces,1,0,1,v2,24265222
pcdq,1,1,1,both,23282181
viralchembl,1,0,1,v2,30753475
mvirus,1,1,0,spacy,30556503
http://www.way2drug.com/ge,1,1,0,spacy,23740741
cloudgene,1,0,1,v2,22888776
dbmts,1,1,1,both,32227657
reegrafter,1,0,1,v2,30032202
treegrafter,1,1,1,both,30032202
genomic utility,1,0,1,v2,24428872
guavah,1,1,1,both,24428872
http://www.guavah.org,1,1,0,spacy,24428872
http://compbiotoolbox.fmach.it/pathwayprocessor/.,1,1,0,spacy,23740747
pathway processor,1,0,1,v2,23740747
pathway processor 2.0,1,1,0,spacy,23740747
virus,1,0,1,v2,30556503
ploc_bal-mvirus,1,0,1,v2,30556503
pseudo amino acid composition,1,1,0,spacy,30556503
ihts,1,1,0,spacy,30556503
digep-pred,1,0,1,v2,23740741
oncomirdbb,1,1,1,both,24428888
ncomirdbb,1,0,1,v2,24428888
http://tdb.ccmb.res.in/oncomirdbb/index.htm,1,1,0,spacy,24428888
https://github.com/birl/spectrum/.,1,1,0,spacy,31375721
spectrum,1,1,1,both,31375721
tdp,1,1,0,spacy,31375721
gmenzy,1,1,1,both,25084271
a genetically modified enzybiotic database,1,1,0,spacy,25084271
spliceplot,1,1,1,both,24363378
ipace 2d,1,0,1,v2,24363380
bipace 2d,1,0,1,v2,24363380
breaking down structural diversity for comprehensive prediction of ion-neutral collision cross sections,1,1,0,spacy,32096630
swiftcore,1,1,1,both,32293238
evolution explorer,1,0,1,v2,26034559
digep,1,1,0,spacy,23740741
phalaenopsis transcriptome or orchidaceae floral transcriptome to browse or search the unigenes,1,1,0,spacy,23314755
human protein complex database with a complex quality index,1,1,0,spacy,23282181
bnsp inc,1,0,1,v2,33767730
ga,1,0,1,v2,25477381
japanese genotype-phenotype archive,1,0,1,v2,25477381
gmrepo microbiome learning repository,1,0,1,v2,32588040
gmrepo ml,1,0,1,v2,32588040
maml,1,1,1,both,32588040
microfluidic isolation of tumor-derived extracellular vesicles,1,1,0,spacy,32162067
mitev,1,0,1,v2,32162067
systematic analysis of sex-linked molecular alterations and therapies in cancer,1,1,0,spacy,26755347
elastichpc,1,1,1,both,23281941
ivar,1,1,1,both,33800487
introndb.<h4,1,1,0,spacy,30949679
introndb,1,1,1,both,30949679
a database for eukaryotic intron features,1,1,0,spacy,30949679
database of nsps of india specific novel coronavirus,1,1,1,both,33767730
and drug screening analysis of the non-structural proteins of severe acute respiratory syndrome coronavirus 2 virus extracted from indian coronavirus disease 2019 patients,1,1,0,spacy,33767730
scibiteai,1,1,0,spacy,34783553
cftotree,1,0,1,v2,28950836
vcftotree,1,1,1,both,28950836
covid-19-ct,1,1,0,spacy,33997112
covid-19-ct-cxr,1,1,0,spacy,33997112
ogdraw,1,0,1,v2,30949694
organellargenomedraw,1,0,1,v2,30949694
•••,1,1,0,spacy,23707966
biocontext,1,1,0,spacy,23707966
roc,1,0,1,v2,21414208
s+,1,1,0,spacy,21414208
https://github.com/dnlrkorn/coke,1,1,0,spacy,34783553
covid-19 knowledge extractor,1,1,1,both,34783553
u><b,1,1,0,spacy,34783553
coke,1,1,1,both,34783553
egion evolution explorer,1,0,1,v2,26034559
ex,1,0,1,v2,26034559
rex,1,1,1,both,26034559
e-talen,1,1,1,both,24003033
functional human c-terminome,1,1,0,spacy,27050421
c-terminome,1,1,1,both,27050421
erminome,1,0,1,v2,27050421
metabolic human,1,0,1,v2,34849207
pyfastx,1,0,1,v2,33341884
ethoscopes,1,1,0,spacy,29049280
cistargetx,1,1,1,both,21938634
yrbs,1,0,1,v2,32817611
risk behavior,1,0,1,v2,32817611
yrbss,1,0,1,v2,32817611
youth risk behavior surveillance system,1,1,0,spacy,32817611
youth risk behavior,1,0,1,v2,32817611
http://sourceforge.net/projects/gen3d/.,1,1,0,spacy,26493399
gen3d,1,0,1,v2,26493399
aagatlas 1.0,1,0,1,v2,32162267
aniamppred,1,1,1,both,34259329
predpi,1,1,0,spacy,23577055
predpi-ki,1,0,1,v2,23577055
using,1,0,1,v2,22135290
sitesbase,1,1,1,both,22135290
computational model for predicting rnase h domain of retrovirus,1,1,0,spacy,27574780
mipepid,1,1,1,both,31703551
https://github.com/mindai/mipepid.<h4>conclusions</h4>mipepid,1,1,0,spacy,31703551
micropeptide,1,1,0,spacy,31703551
ipepid,1,0,1,v2,31703551
improvements to a bioinformatics resource for invertebrate vector genomics,1,1,0,spacy,22135296
phosphositeplus®,1,0,1,v2,22135298
a comprehensive resource for investigating the structure and function of experimentally determined post-translational modifications in man and mouse,1,1,0,spacy,22135298
http://h-invitational.jp/hinv/pcdq/.,1,1,0,spacy,23282181
cqi,1,1,0,spacy,23282181
mircluster,1,1,1,both,23282099
e.g,1,1,0,spacy,23282099
coordinating holdings-breast,1,1,0,spacy,27083180
sharing experimental animal resources,1,1,0,spacy,27083180
paps,1,1,0,spacy,34259329
fasttrack,1,1,1,both,33571205
ctpic,1,1,1,both,32620933
heminformatics tool for probabilistic identification,1,0,1,v2,32620933
dbcovp,1,1,1,both,33276297
mers-,1,1,0,spacy,33276297
a database of coronavirus virulent glycoproteins,1,1,0,spacy,33276297
intpath.<h4,1,1,0,spacy,23282057
intpath--a,1,0,1,v2,23282057
intpath,1,1,1,both,23282057
integrated pathway gene relationship database,1,1,0,spacy,23282057
http://compbio.ddns.comp.nus.edu.sg:8080/intpath,1,1,0,spacy,23282057
pathway gene relationship database,1,0,1,v2,23282057
infrastructure,1,1,0,spacy,36159887
infrastructure for a phage reference database,1,0,1,v2,36159887
inphared,1,0,1,v2,36159887
chemical environment,1,0,1,v2,28557712
https://ice.ntp.niehs.nih.gov,1,1,0,spacy,28557712
a human brain function mapping knowledge-base system,1,1,0,spacy,20857233
mapping,1,0,1,v2,20857233
brainknowledge,1,1,1,both,20857233
a database of cell-to-cell heterogeneity in dna methylation,1,1,0,spacy,30196115
heterometh,1,1,1,both,30196115
hccpred,1,1,1,both,31998366
dalel,1,1,1,both,28426660
nipype,1,1,0,spacy,32522662
neuropycon,1,1,1,both,32522662
parakraken,1,1,0,spacy,34849195
searchbreast,1,1,1,both,27083180
enigmavis,1,1,1,both,22856375
ricemetasysb,1,0,1,v2,30753479
ms-cleanr,1,0,1,v2,32589017
an integrative platform for comparative and functional genomics of marmots,1,1,0,spacy,32228437
mrbayes,1,1,1,both,21414986
cil,1,1,1,both,21414988
compounds in literature,1,0,1,v2,21414988
emsp,1,0,1,v2,21414989
temsp,1,1,1,both,21414989
template-based,1,0,1,v2,21414989
site prediction,1,0,1,v2,21414989
reimt,1,0,1,v2,32818254
dreimt,1,1,1,both,32818254
methlab,1,1,1,both,22430798
mirvit,1,1,1,both,30065744
mascp,1,1,0,spacy,24167507
mascp gator,1,1,1,both,24167507
an overview of the arabidopsis proteomic aggregation portal,1,1,0,spacy,24167507
marmot,1,0,1,v2,32228437
rdf2json,1,0,1,v2,31343683
imarmot,1,1,1,both,32228437
are,1,0,1,v2,32818262
oast,1,0,1,v2,32228442
transcriptome ortholog alignment sequence tools,1,1,1,both,32228442
carolinafishes.github.io,1,1,0,spacy,32228442
mvscarta,1,1,1,both,26166372
mvscara,1,0,1,v2,26166372
http://bioinf.xmu.edu.cn/mvscarta,1,1,0,spacy,26166372
a graph search-empowered integrative database of arabidopsis signaling transduction,1,1,0,spacy,26657893
hrgrn,1,1,1,both,26657893
an interactive web-based causal discovery tool,1,1,0,spacy,32392295
causalmgm,1,1,1,both,32392295
cococonet,1,1,1,both,32392296
conserved and comparative co-expression across a diverse set of species,1,1,0,spacy,32392296
nanosuit,1,1,1,both,32392263
single nucleotide polymorphism database,1,1,0,spacy,31343683
the functional gene pipeline and repository,1,1,0,spacy,24101916
eiad,1,0,1,v2,31343654
framebot,1,0,1,v2,24101916
web server for position related data analysis of gene expression in prokaryotes,1,1,0,spacy,28460063
wopper,1,1,1,both,28460063
sager,1,1,1,both,32621601
symbiodiniaceae and algal genomic resource database,1,1,1,both,32621601
symbiodiniaceae and algal genomic resource,1,1,1,both,32621601
sbspksv2,1,1,1,both,28460065
nrps,1,1,0,spacy,28460065
sbspks,1,1,1,both,28460065
prism 3,1,0,1,v2,28460067
rna database,1,0,1,v2,25805861
staphylococcal regulatory rna database,1,1,1,both,25805861
srd,1,1,1,both,25805861
https://eyeintegration.nei.nih.gov,1,1,0,spacy,31343654
eyeintegration,1,1,1,both,31343654
proyecto avis,1,0,1,v2,24626233
eye in,1,0,1,v2,31343654
word2vec,1,1,0,spacy,34653224
https://github.com/genexplain/word2vec-based-networks/blob/main/readme.md,1,1,0,spacy,34653224
heparg,1,1,0,spacy,31048742
lipidisease,1,1,1,both,34358314
lipids,1,1,0,spacy,34358314
associate lipids to diseases using literature mining,1,1,0,spacy,34358314
applications for bayesian lcms,1,1,0,spacy,24265775
sexcmd,1,1,1,both,28886064
edam,1,1,1,both,23479348
a systems biology resource to explore human exposure to chemicals,1,1,0,spacy,23479352
expochem,1,0,1,v2,23479352
hexpochem,1,1,1,both,23479352
ravis,1,1,1,both,24626233
https://milton.cshl.edu/cococonet,1,1,0,spacy,32392296
chinese lexical database,1,1,1,both,29934697
a collection of plant long non-coding rnas,1,1,0,spacy,26657895
histoclean,1,1,1,both,34522291
taxallnomy,1,0,1,v2,34325658
human protein,1,1,0,spacy,22529179
hhpid,1,0,1,v2,22529179
seladb,1,1,1,both,32785571
seladb.<h4,1,1,0,spacy,32785571
tcmid,1,1,0,spacy,34325669
stroke-kg,1,1,1,both,34325669
strokekg,1,1,1,both,34325669
mu3d,1,1,1,both,29869221
miami university deception detection database,1,1,1,both,29869221
phytoref,1,1,1,both,25740460
gsv,1,1,1,both,22856879
multi-genome synteny viewer,1,0,1,v2,22856879
mgsv,1,1,1,both,22856879
open-source software for histological image pre-processing and augmentation to improve development of robust convolutional neural networks,1,1,0,spacy,34522291
modfold6,1,0,1,v2,28460136
infiniumdm,1,1,1,both,31769783
nfiniumdm,1,0,1,v2,31769783
omega-net,1,1,1,both,32556221
deepdtaf,1,1,1,both,33834190
bsgatlas,1,1,1,both,33539279
-mir db,1,1,0,spacy,26887375
plante-mir db,1,1,1,both,26887375
a database for transposable element-related micrornas in plant genomes,1,1,0,spacy,26887375
plante,1,1,0,spacy,26887375
disblance,1,1,1,both,33834198
disbalance,1,1,1,both,33834198
ska2,1,1,0,spacy,34489559
a database of drosophila n-linked glycoproteins identified using speg--ms techniques,1,1,0,spacy,21480662
glycofly,1,1,1,both,21480662
axallnomy,1,0,1,v2,34325658
cbi taxonomy,1,0,1,v2,34325658
oviz-bio,1,1,1,both,32392343
automated mining of soluble enzymes with diverse structures,1,1,0,spacy,32392342
a browser based platform for the alignment,1,1,0,spacy,26821742
ribogalaxy,1,1,1,both,26821742
food-biomarker ontology,1,1,0,spacy,32556148
biomarker ontology,1,0,1,v2,32556148
owl,1,1,0,spacy,32556148
fobi,1,1,1,both,32556148
ksea,1,0,1,v2,29344887
kinase activity toolbox,1,0,1,v2,29344887
inase substrate enrichment analysis,1,0,1,v2,29344887
kinase substrate enrichment analysis,1,1,0,spacy,29344887
kinact,1,0,1,v2,29344887
tximeta,1,1,1,both,32097405
database of antimicrobial activity,1,0,1,v2,24888447
psynteract,1,1,1,both,27837568
atchdog,1,0,1,v2,32556167
watchdog,1,0,1,v2,32556167
eptilian transcriptomes database,1,0,1,v2,26133641
reptilian transcriptomes,1,0,1,v2,26133641
reptilian transcriptomes database,1,1,1,both,26133641
dbgsh,1,1,1,both,24790154
bgsh,1,0,1,v2,24790154
a database of s-glutathionylation,1,1,0,spacy,24790154
http://csb.cse.yzu.edu.tw/dbgsh/.,1,1,0,spacy,24790154
deephlapan,1,1,1,both,31736974
epitope database,1,0,1,v2,31736974
phenotiki,1,1,1,both,28066963
enzymeminer,1,1,1,both,32392342
soluprot,1,1,0,spacy,32392342
enzymeminer-a,1,0,1,v2,32392342
gene pipeline and repository,1,0,1,v2,24101916
lux,1,0,1,v2,34358300
gag,1,1,1,both,23872200
stat3,1,1,0,spacy,30458705
peptidb,1,1,0,spacy,25969449
clrp_epv2,1,0,1,v2,33735471
etsum,1,0,1,v2,33735471
abob,1,0,1,v2,25903923
ontology-based semantic integration of biomedical databases,1,1,0,spacy,25903923
kabob,1,1,1,both,25903923
knowledge base of biomedicine,1,1,1,both,25903923
proacepred,1,1,1,both,29868863
proacepred.<h4,1,1,0,spacy,29868863
prokaryote lysine acetylation sites prediction based on elastic net feature optimization,1,1,0,spacy,29868863
lifecode.ai,1,0,1,v2,31507268
http://www.paccanarolab.org/software/gfam/.,1,1,0,spacy,22790981
gfam,1,1,1,both,22790981
amphora2,1,0,1,v2,22332237
porsigndb,1,1,1,both,30458705
subcellular arabidopsis consensus,1,0,1,v2,25150248
pubmedportable,1,0,1,v2,27706202
investigating genetic model of drug response,1,0,1,v2,32916316
igmdr,1,1,1,both,32916316
integrated pharmacogenetic resource guide to cancer therapy and research,1,1,0,spacy,32916316
seqkit,1,1,1,both,27706213
a cross-platform and ultrafast toolkit for fasta/q file manipulation,1,1,0,spacy,27706213
avogadro,1,0,1,v2,22889332
packmol,1,1,0,spacy,22889332
vogadro,1,0,1,v2,22889332
human fecal metabolome database,1,1,1,both,30032758
fecal metabolome,1,0,1,v2,30032758
hfmdb,1,1,1,both,30032758
peff,1,0,1,v2,31081335
iark,1,0,1,v2,21906294
galaxypepdock,1,1,1,both,25969449
arabidopsis subproteome reference,1,0,1,v2,25150248
nidle,1,0,1,v2,34358300
rna 3d motif atlas,1,1,0,spacy,23970545
geode,1,0,1,v2,33080015
http://sunlab.cpy.cuhk.edu.hk/nams/.,1,1,0,spacy,33080021
nams,1,1,1,both,33080021
a manual collection of experimentally supported microbe-disease associations,1,1,0,spacy,33080028
peryton,1,1,1,both,33080028
neisserabase,1,0,1,v2,27017950
a specialised neisseria genomic resource and analysis platform,1,1,0,spacy,27017950
neisseriabase,1,1,1,both,27017950
mac,1,1,1,both,26231518
ulti-nucleotide variant annotation corrector,1,0,1,v2,26231518
design of knowledge bases for plant gene regulatory networks,1,1,0,spacy,28623588
biospytial,1,0,1,v2,32391910
iomodels,1,0,1,v2,25182954
sniplay,1,1,1,both,21545712
eudbase,1,1,1,both,22102771
ubacon,1,0,1,v2,25150248
piroestdb,1,0,1,v2,22397686
spiroestdb,1,1,1,both,22397686
biomedical evidence graph,1,1,1,both,32097025
bmeg,1,1,1,both,32097025
disctwinexprdb,1,1,0,spacy,29311748
isctwinexprdb,1,0,1,v2,29311748
a web server of reduced amino acid alphabet for sequence-dependent inference by using chou's five-step rule,1,1,0,spacy,31802128
raacbook,1,1,1,both,31802128
fmd,1,0,1,v2,33833745
tool for forensic geolocation meta-analysis using publicly available 16s rrna microbiome sequencing,1,1,0,spacy,33833745
forensic microbiome database,1,1,1,both,33833745
prometheus,1,0,1,v2,33112870
subproteome,1,1,0,spacy,25150248
asure,1,1,1,both,25150248
http://bioinfo.wilmer.jhu.edu/scapd,1,1,0,spacy,28984188
a database for human scaffold proteins,1,1,0,spacy,28984188
scapd,1,1,1,both,28984188
the ectodomain shedding database for membrane-bound shed markers,1,1,0,spacy,28361715
structurefold2,1,0,1,v2,29410279
bsynte,1,0,1,v2,21840875
absynte,1,0,1,v2,21840875
explorer,1,0,1,v2,21840875
absynte (archaeal and bacterial synteny explorer,1,1,0,spacy,21840875
ppitrim,1,0,1,v2,21873645
http://bis.zju.edu.cn/cancernet,1,1,0,spacy,26690544
cancernet,1,1,1,both,26690544
cancer-specific database,1,1,0,spacy,26690544
experimental properties of fda-approved drugs,1,1,0,spacy,29541361
a database for isoform-isoform interactions and isoform network modules,1,1,0,spacy,25707505
http://syslab.nchu.edu.tw/iiidb,1,1,0,spacy,25707505
iiidb,1,1,1,both,25707505
sheddomedb,1,1,1,both,28361715
http://bal.ym.edu.tw/sheddomedb/,1,1,0,spacy,28361715
psm,1,1,0,spacy,25346946
lncrna2function,1,1,1,both,25707511
otifnet,1,0,1,v2,28165111
motifnet,1,1,1,both,28165111
database.<h4>contact</h4>estiyl@bgu.ac.il,1,1,0,spacy,28165111
multiglycan,1,1,1,both,23610369
ultiglycan,1,0,1,v2,23610369
protac,1,1,0,spacy,32195587
delinker,1,1,1,both,32195587
elinker,1,0,1,v2,32195587
ormexp,1,0,1,v2,26559506
wormexp,1,1,1,both,26559506
braker1,1,1,1,both,26559507
genemark-et,1,1,0,spacy,26559507
raker1,1,0,1,v2,26559507
optik,1,1,1,both,32719846
gass-web,1,0,1,v2,28459991
genetic active site search,1,1,0,spacy,28459991
site search,1,0,1,v2,28459991
xglycscan,1,1,1,both,25346946
an open-source software for n-linked glycosite assignment,1,1,0,spacy,25346946
jepegmix,1,1,1,both,26428293
metamap,1,1,1,both,29901703
polytraits,1,1,1,both,24855436
a database on biological traits of marine polychaetes,1,1,0,spacy,24855436
melanoma,1,0,1,v2,29410200
microbial transcriptome database,1,1,1,both,22037400
an integrated informatic platform bridging the gap between the robust validation of docking protocols and virtual screening simulations,1,1,0,spacy,26035098
dockbench,1,1,1,both,26035098
biographdb,1,1,1,both,30458802
escador,1,0,1,v2,22070195
pescador,1,1,1,both,22070195
a web-based resource for the visualisation of pain-related genes in the context of their network associations,1,1,0,spacy,24036287
pain genes database,1,1,0,spacy,24036287
http://www.painnetworks.org,1,1,0,spacy,24036287
